Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon
5822,Thorne Moors Transect B,SE734154,473400,415400,5605.0,England,6.0,2,2022,2023,UKBMS,53.6299920912794,-0.8915423013653304
5900,HoEF Upper Binton,SP147540,414700,254000,1063.0,England,5.0,2,2022,2023,UKBMS,52.18405527820996,-1.7864126726688032
5901,HoEF Alne Skippers,SP103610,410300,261000,60.0,England,1.0,2,2022,2023,UKBMS,52.2470864033731,-1.850556843009952
5902,HoEF The Moors Binton,SP146539,414600,253900,1167.0,England,6.0,2,2022,2023,UKBMS,52.1831588784023,-1.7878795507414504
5903,HoEF Lower Binton,SP158533,415800,253300,1338.0,England,5.0,2,2022,2023,UKBMS,52.17773185340824,-1.7703564027145202
5904,HoEF Honeybourne South,SP130445,413000,244500,1843.0,England,6.0,2,2022,2023,UKBMS,52.09868854491051,-1.8116371480899105
5905,HoEF Honeybourne North,SP140452,414000,245200,1995.0,England,6.0,2,2022,2023,UKBMS,52.104957688420455,-1.7970104849852384
5906,HoEF Bearley,SP182600,418200,260000,2210.0,England,7.0,2,2022,2023,UKBMS,52.237893267181235,-1.734901067016548
5907,Wolverton Langley Road,SP205628,420500,262800,1151.0,England,5.0,2,2022,2023,UKBMS,52.26298542784215,-1.701051644695116
5908,HoEF Netherstead Plantations v2,SP108641,410800,264100,1433.0,England,6.0,2,2022,2023,UKBMS,52.27494672721952,-1.843135292567248
6000,Combe Wood Farm,SY147881,314700,88100,1146.0,England,15.0,2,2022,2023,UKBMS,50.68627739226827,-3.208847014364382
6001,Scobbiscombe part 1,SX624469,262400,46900,706.0,England,3.0,2,2022,2023,UKBMS,50.30595078540356,-3.9336404028156626
6002,Wembury Point,SX498484,249800,48400,1454.0,England,4.0,2,2022,2023,UKBMS,50.31635476029137,-4.111054690297606
6100,Warton Crag LNR (lower),SD495725,349500,472500,1814.0,England,8.0,2,2022,2023,UKBMS,54.14583265655658,-2.774594498210945
6101,Hull Brook Valley,SD985080,398500,408000,1751.0,England,7.0,2,2022,2023,UKBMS,53.56860610399018,-2.0241209758584913
6102,"Hardknott Forest, Grassguards",SD216984,321600,498400,1974.0,England,7.0,2,2022,2023,UKBMS,54.375045561613504,-3.208414855725766
6103,"Hardknott Forest, Great Wood",SD232992,323200,499200,1797.0,England,9.0,2,2022,2023,UKBMS,54.38247772773863,-3.1839968410924175
6104,Peel Park and The Coppice LNR,SD775290,377500,429000,1781.0,England,12.0,2,2022,2023,UKBMS,53.75686923123318,-2.3427363335305347
6105,Township Allotment,SD442888,344200,488800,4410.0,England,14.0,2,2022,2023,UKBMS,54.29176015831597,-2.858756930394906
50003,,TL0547,505000,247000,2000.0,England,10.0,13,2009,2023,WCBS,52.11136708582893,-0.46812196986650495
50004,,TL1058,510000,258000,2000.0,England,10.0,14,2009,2023,WCBS,52.20925229333492,-0.3915785012248405
50005,,NY1945,319000,545000,2000.0,England,10.0,12,2009,2023,WCBS,54.79332143832997,-3.2613007296505776
50006,,SD3086,330000,486000,2000.0,England,10.0,12,2009,2022,WCBS,54.26484957583276,-3.0762170102080963
50008,,SU8082,480000,182000,2000.0,England,10.0,13,2009,2023,WCBS,51.53125057413849,-0.8480944594601182
50018,,SY7999,379000,99000,2000.0,England,10.0,9,2009,2022,WCBS,50.79018346167929,-2.2992915611642726
50022,,NZ0953,409000,553000,2000.0,England,10.0,4,2009,2023,WCBS,54.87169119742685,-1.8612843206770289
50025,,SU3737,437000,137000,2000.0,England,10.0,16,2007,2023,WCBS,51.13108745061397,-1.4726074015598007
50029,,SO7713,377000,213000,2000.0,England,10.0,17,2007,2023,WCBS,51.81515165322665,-2.3350517810614972
50030,,SP0728,407000,228000,2000.0,England,10.0,15,2009,2023,WCBS,51.95045015194873,-1.8995582802235755
50032,,SJ7694,376000,394000,2000.0,England,10.0,15,2009,2023,WCBS,53.442219424962815,-2.362779035231934
50036,,ST8216,382000,116000,2000.0,England,10.0,13,2009,2022,WCBS,50.943154981615194,-2.257573234857871
50037,,SY7892,378000,92000,2000.0,England,10.0,14,2009,2023,WCBS,50.727198834978246,-2.3130576382756565
50044,,TM1490,614000,290000,2032.0,England,10.0,15,2007,2023,WCBS,52.4659789710844,1.1489353347711726
50046,,SU7959,479000,159000,2000.0,England,10.0,13,2009,2023,WCBS,51.324625551374794,-0.8676293478136674
50047,,SU8230,482000,130000,2000.0,England,10.0,10,2009,2023,WCBS,51.06348998958569,-0.8311987021987296
50054,,SK8699,486000,399000,2000.0,England,10.0,7,2009,2023,WCBS,53.48070616985509,-0.7055642612248062
50059,,TF7413,574000,313000,2000.0,England,10.0,17,2007,2023,WCBS,52.68673953294281,0.5728674533075832
50060,,TG0305,603000,305000,2000.0,England,10.0,3,2009,2023,WCBS,52.604839996756326,0.996407389501895
50064,,TQ3269,532000,169000,2000.0,England,10.0,11,2009,2023,WCBS,51.40467513425836,-0.10365591428163586
50065,,ST4858,348000,158000,2000.0,England,10.0,5,2008,2023,WCBS,51.3187176540375,-2.747553674861107
50067,,TL8381,583000,281000,2414.0,England,10.0,9,2009,2023,WCBS,52.3964199183661,0.688242318607361
50068,,TM0969,609000,269000,2000.0,England,10.0,7,2009,2023,WCBS,52.27939247056125,1.0623670772218063
50069,,TM3388,633000,288000,2000.0,England,10.0,11,2009,2023,WCBS,52.440262183378124,1.4267242131981939
50070,,TQ0148,501000,148000,2000.0,England,10.0,13,2009,2023,WCBS,51.22227061867707,-0.5551006662252946
50071,,TQ0647,506000,147000,2000.0,England,10.0,16,2007,2023,WCBS,51.21237636436184,-0.4838241129288153
50076,,SK5451,454000,351000,2000.0,England,10.0,14,2009,2022,WCBS,53.05353743513227,-1.1958259481970324
50080,,SU7689,476000,189000,2000.0,England,10.0,9,2009,2023,WCBS,51.59473042959914,-0.9042365469686023
50081,,NO1737,317000,737000,2000.0,Scotland,10.0,13,2009,2023,WCBS,56.517690919537515,-3.350514070226848
50086,,SD4717,347000,417000,2000.0,England,10.0,14,2007,2023,WCBS,53.64680668310822,-2.803236236181755
50091,,NC2234,222000,934000,2000.0,Scotland,10.0,17,2007,2023,WCBS,58.25855728413674,-5.0355089166733995
50094,,SU1374,413000,174000,2000.0,England,10.0,15,2009,2023,WCBS,51.46482432554594,-1.814254687914628
50101,,SK5488,454000,388000,,England,10.0,3,2009,2023,WCBS,53.38609113162288,-1.1895746762743824
50103,,NH4817,248000,817000,2126.0,Scotland,10.0,5,2007,2023,WCBS,57.218442933140594,-4.518810154856797
50106,,ST2331,323000,131000,,England,10.0,3,2007,2023,WCBS,51.07314102636008,-3.100428929193555
50121,,TF7228,572000,328000,2058.0,England,10.0,5,2007,2023,WCBS,52.82208742139313,0.5511717541987844
50131,,NO6184,361000,784000,2000.0,Scotland,10.0,11,2011,2022,WCBS,56.94560964311729,-2.6426744312754957
50138,,H9560,106339,518829,2000.0,Northern Ireland,10.0,14,2010,2023,WCBS,54.479567387190926,-6.535152087665621
50142,,J2263,133508,519518,2000.0,Northern Ireland,10.0,13,2010,2022,WCBS,54.50073628636107,-6.11759070777544
50148,,SE5579,455000,479000,2000.0,England,10.0,9,2010,2022,WCBS,54.20380597332514,-1.158329761825085
50151,,SJ9094,390000,394000,2000.0,England,10.0,7,2010,2022,WCBS,53.44267398576662,-2.152014812897167
50153,,SP7354,473000,254000,2000.0,England,10.0,13,2010,2023,WCBS,52.17943301023849,-0.9338030983420313
50156,,SU9814,498000,114000,2000.0,England,10.0,12,2010,2022,WCBS,50.91715153095165,-0.6072491286522074
50157,,SY8289,382000,89000,2000.0,England,10.0,13,2010,2023,WCBS,50.700359568782815,-2.2562395744000234
50158,,TL0037,500000,237000,1938.0,England,10.0,3,2010,2023,WCBS,52.02241594258827,-0.5440355717201701
50161,,ST7722,377000,122000,2000.0,England,10.0,13,2011,2023,WCBS,50.99692899493814,-2.32912046117765
50164,,TL2222,522000,222000,2000.0,England,10.0,12,2011,2023,WCBS,51.883222552103575,-0.22888357030716747
50166,,TQ5309,553000,109000,2000.0,England,10.0,13,2011,2023,WCBS,50.860274659061275,0.1725811214417348
50168,,ST9326,393000,126000,2000.0,England,10.0,8,2011,2023,WCBS,51.03331809904798,-2.101202223341937
50173,,SK4229,442000,329000,,England,10.0,13,2011,2023,WCBS,52.85686094102209,-1.3776846081108758
50174,,SK1932,419000,332000,2000.0,England,10.0,13,2011,2023,WCBS,52.88512675258296,-1.7190855149800095
50178,,ST7870,378000,170000,2000.0,England,10.0,12,2011,2023,WCBS,51.4285732702964,-2.3178307996171266
50180,,SP1130,411000,230000,2000.0,England,10.0,9,2012,2022,WCBS,51.96836769704054,-1.8412949362798967
50182,,NO5115,351000,715000,2029.0,Scotland,10.0,6,2011,2023,WCBS,56.32483853933485,-2.7939009755966087
50183,,TF0710,507000,310000,1957.0,England,10.0,9,2011,2023,WCBS,52.67714676241095,-0.4188215545422974
50188,,SO9008,390000,208000,2000.0,England,10.0,12,2012,2023,WCBS,51.7705832150782,-2.14632327951934
50189,,SP0008,400000,208000,2000.0,England,10.0,12,2012,2023,WCBS,51.77067459097784,-2.0014019113593906
50203,,SJ6884,368000,384000,2000.0,England,10.0,14,2009,2023,WCBS,53.35191031907009,-2.4821947617780915
50205,,SJ8456,384000,356000,2000.0,England,10.0,8,2009,2022,WCBS,53.100955187827864,-2.2404169894309947
50207,,SW4426,144000,26000,2000.0,England,10.0,13,2009,2022,WCBS,50.078854558993704,-5.5795761541705575
50209,,TL8715,587000,215000,2000.0,England,10.0,17,2007,2023,WCBS,51.802366878322395,0.7107681593067842
50213,,SS8185,281000,185000,2000.0,Wales,10.0,13,2009,2023,WCBS,51.55130020681066,-3.717711884441182
50214,,SO8013,380000,213000,2000.0,England,10.0,15,2009,2023,WCBS,51.81526767815091,-2.2915331015323313
50215,,SP2221,422000,221000,2000.0,England,10.0,14,2009,2023,WCBS,51.887127445339324,-1.6817549777130736
50223,,SY0181,301000,81000,2091.0,England,10.0,8,2009,2022,WCBS,50.620275274504145,-3.400822537407802
50225,,TG4210,642000,310000,2000.0,England,10.0,16,2007,2023,WCBS,52.63374883560565,1.574884468682803
50226,,TG4710,647000,310000,2000.0,England,10.0,15,2009,2023,WCBS,52.631498607269215,1.648614012768306
50231,,TL4717,547000,217000,2000.0,England,10.0,15,2009,2023,WCBS,51.83227478527621,0.13196468376476034
50233,,TQ1593,515000,193000,2000.0,England,10.0,14,2009,2023,WCBS,51.62407783349895,-0.3401210535093905
50235,,TQ9648,596000,148000,2060.0,England,10.0,5,2009,2023,WCBS,51.19759061491252,0.803939749541523
50237,,TR0622,606000,122000,2000.0,England,10.0,15,2009,2023,WCBS,50.96058862844607,0.9320648086698802
50238,,TR1939,619000,139000,2000.0,England,10.0,4,2009,2022,WCBS,51.10843859782521,1.127165191186099
50240,,SD5313,353000,413000,2000.0,England,10.0,12,2009,2023,WCBS,53.61143130607985,-2.7118734550876695
50241,,SD5505,355000,405000,2000.0,England,10.0,14,2009,2023,WCBS,53.53970610998777,-2.6804900930110853
50244,,SD7716,377000,416000,2000.0,England,10.0,14,2009,2022,WCBS,53.64000410711455,-2.3493500725864975
50246,,TF9040,590000,340000,2000.0,England,10.0,13,2007,2023,WCBS,52.923791272076826,0.8249656595232375
50247,,TG1034,610000,334000,2000.0,England,10.0,13,2009,2022,WCBS,52.862495561204206,1.118153302966604
50253,,TQ0527,505000,127000,2000.0,England,10.0,15,2009,2023,WCBS,51.032781555223686,-0.5039538339221209
50254,,ST5375,353000,175000,2867.0,England,10.0,2,2009,2023,WCBS,51.47200068001145,-2.678069242325765
50256,,TL8482,584000,282000,2000.0,England,10.0,11,2009,2023,WCBS,52.40506505834433,0.7034713960618545
50257,,SU9038,490000,138000,2000.0,England,10.0,11,2009,2023,WCBS,51.13421176571524,-0.7150725123161938
50258,,SU9761,497000,161000,2000.0,England,10.0,15,2007,2023,WCBS,51.33982254207132,-0.6088352653007725
50259,,TQ0944,509000,144000,1979.0,England,10.0,14,2009,2023,WCBS,51.18484643897537,-0.4418011565827189
50260,,TM2393,623000,293000,2000.0,England,10.0,16,2008,2023,WCBS,52.48930658484708,1.2832014589398177
50261,,SP4854,448000,254000,2000.0,England,10.0,15,2009,2023,WCBS,52.182169589993514,-1.2993870414178141
50262,,SP6872,468000,272000,549.0,England,10.0,13,2009,2023,WCBS,52.34187180427446,-1.0032947686760978
50264,,SM9225,192000,225000,2000.0,Wales,10.0,14,2009,2023,WCBS,51.88465574946892,-5.023727230345919
50270,,ST8946,389000,146000,2000.0,England,10.0,13,2009,2023,WCBS,51.213094884599926,-2.158862652403987
50272,,SU0869,408000,169000,2000.0,England,10.0,7,2009,2023,WCBS,51.41995840544088,-1.8863412838365852
50273,,SU0944,409000,144000,1921.0,England,10.0,10,2009,2023,WCBS,51.19515014350137,-1.8725830753619341
50279,,SK4982,449000,382000,,England,10.0,12,2009,2023,WCBS,53.33265027297656,-1.265669861625171
50280,,SK2442,424000,342000,2000.0,England,10.0,14,2009,2023,WCBS,52.97481893226506,-1.6440458599063723
50281,,SK3778,437000,378000,2000.0,England,10.0,14,2009,2023,WCBS,53.29766963018928,-1.4463184119362502
50296,,ST6877,368000,177000,781.0,England,10.0,6,2007,2023,WCBS,51.49103338708372,-2.462299319282843
50309,,TQ4326,543000,126000,2000.0,England,10.0,9,2008,2022,WCBS,51.0156052905346,0.037258197105314896
50314,,SD5641,356000,441000,2000.0,England,10.0,7,2010,2022,WCBS,53.86334064811962,-2.67052729321354
50317,,SU1689,416000,189000,2000.0,England,10.0,13,2010,2023,WCBS,51.599618201234826,-1.7703930746375223
50318,,SU2882,428000,182000,2000.0,England,10.0,10,2010,2023,WCBS,51.536213945581764,-1.597700253217027
50319,,TL0597,505000,297000,2000.0,England,10.0,14,2010,2023,WCBS,52.56071360569552,-0.4525165253590694
50325,,SP9588,495000,288000,2000.0,England,10.0,2,2012,2022,WCBS,52.481664169990054,-0.6025508740299393
50328,,NT3257,332000,657000,2000.0,Scotland,10.0,6,2012,2022,WCBS,55.80147790970253,-3.086313287173504
50334,,SD7234,372000,434000,2000.0,England,10.0,6,2010,2022,WCBS,53.80154020665635,-2.4266081788187703
50341,,SD6736,367000,436000,2000.0,England,10.0,7,2011,2022,WCBS,53.81922117978516,-2.5027358583520742
50343,,NR2943,129000,643000,2000.0,Scotland,10.0,13,2011,2023,WCBS,55.60492000581456,-6.304311253790138
50347,,ST7415,374000,115000,2000.0,England,10.0,5,2012,2023,WCBS,50.93385594949451,-2.3713665347663664
50350,,SD5983,359000,483000,2000.0,England,10.0,12,2012,2023,WCBS,54.241042247494924,-2.6306062767147798
50351,,SO1219,312000,219000,2000.0,Wales,10.0,11,2012,2022,WCBS,51.862616686849336,-3.279338876794664
50356,,NO7770,377000,770000,2000.0,Scotland,10.0,12,2011,2023,WCBS,56.82092030133038,-2.37841486294445
50360,,J2097,134417,553575,2000.0,Northern Ireland,10.0,14,2009,2023,WCBS,54.80648080804845,-6.134519184394055
50365,,NY0935,309000,535000,2000.0,England,10.0,8,2009,2023,WCBS,54.7017673838994,-3.41364513539478
50366,,NY1641,316000,541000,2000.0,England,10.0,11,2009,2023,WCBS,54.756890905698164,-3.306786681201022
50367,,SU7170,471000,170000,2000.0,England,10.0,15,2009,2023,WCBS,51.42457145223595,-0.9802251637254306
50379,,SU2003,420000,103000,2000.0,England,10.0,14,2009,2022,WCBS,50.82619667048216,-1.717411970251474
50381,,SU4662,446000,162000,2000.0,England,10.0,15,2009,2023,WCBS,51.355218774011725,-1.340791440204182
50382,,TQ6682,566000,182000,1776.0,England,10.0,14,2009,2023,WCBS,51.51254062287593,0.3908414413457178
50386,,SD9704,397000,404000,2000.0,England,10.0,8,2009,2022,WCBS,53.53264604047081,-2.0467303789935056
50387,,SO6206,362000,206000,2000.0,England,10.0,12,2009,2023,WCBS,51.7513957297733,-2.55187088346818
50388,,SO7518,375000,218000,2000.0,England,10.0,15,2009,2023,WCBS,51.860019164806985,-2.364427052217421
50389,,SO8815,388000,215000,2000.0,England,10.0,15,2009,2023,WCBS,51.83348019475808,-2.175552054577237
50391,,ST8690,386000,190000,2000.0,England,10.0,15,2009,2023,WCBS,51.608656587531826,-2.203563329072289
50392,,SU0096,400000,196000,2000.0,England,10.0,14,2009,2023,WCBS,51.66278103568131,-2.001397949684729
50394,,TQ3993,539000,193000,2000.0,England,10.0,14,2007,2022,WCBS,51.618667323609046,0.00637081575168233
50395,,SJ8191,381000,391000,2000.0,England,10.0,14,2009,2023,WCBS,53.41545925278671,-2.2873247217296613
50398,,ST6014,360000,114000,2000.0,England,10.0,15,2009,2023,WCBS,50.92406013841143,-2.570475683588594
50399,,ST8105,381000,105000,2000.0,England,10.0,12,2009,2023,WCBS,50.844207385482314,-2.2712307761050257
50400,,ST9601,396000,101000,2000.0,England,10.0,13,2009,2023,WCBS,50.80853854210456,-2.058137189142837
50401,,ST9911,399000,111000,2000.0,England,10.0,15,2009,2023,WCBS,50.89847672325061,-2.015590333602192
50402,,SU0510,405000,110000,2197.0,England,10.0,15,2009,2023,WCBS,50.889464741711734,-1.9302851744410048
50404,,SY5499,354000,99000,2000.0,England,10.0,15,2009,2023,WCBS,50.78873364778211,-2.6539459140576556
50405,,SU7218,472000,118000,2000.0,England,10.0,16,2007,2022,WCBS,50.956939963548564,-0.9762546273299139
50407,,TL1302,513000,202000,2000.0,England,10.0,13,2009,2023,WCBS,51.70537058514254,-0.36609282181241243
50408,,TL2831,528000,231000,2000.0,England,10.0,14,2009,2023,WCBS,51.96275343281885,-0.1384156719523038
50409,,TL3128,531000,228000,2000.0,England,10.0,15,2009,2023,WCBS,51.93509794711625,-0.09591975487205119
50410,,TQ5460,554000,160000,2000.0,England,10.0,17,2007,2023,WCBS,51.318268890307856,0.20850419697746936
50412,,TQ7961,579000,161000,2000.0,England,10.0,17,2007,2023,WCBS,51.31994209238714,0.5673947146722444
50419,,TF7429,574000,329000,2000.0,England,10.0,11,2009,2022,WCBS,52.83042646818133,0.58135314182678
50420,,TF9432,594000,332000,2000.0,England,10.0,14,2009,2022,WCBS,52.850539015489574,0.8796211623596544
50422,,TG0717,607000,317000,2000.0,England,10.0,16,2007,2023,WCBS,52.711054502722554,1.0629137982257244
50428,,ST2042,320000,142000,,England,10.0,7,2009,2023,WCBS,51.17162281976478,-3.145684582980689
50429,,TQ2657,526000,157000,2000.0,England,10.0,11,2009,2023,WCBS,51.298192006639475,-0.19411452822089068
50431,,SU9628,496000,128000,2000.0,England,10.0,15,2009,2023,WCBS,51.043343247320585,-0.631998595180368
50434,,SK0719,407000,319000,2000.0,England,10.0,15,2009,2023,WCBS,52.76855185799465,-1.897690976454789
50437,,TL9047,590000,247000,2000.0,England,10.0,12,2009,2023,WCBS,52.08872658577944,0.7718946373451329
50438,,TM0553,605000,253000,2000.0,England,10.0,11,2009,2023,WCBS,52.13724866705595,0.9941382695253581
50439,,TM3549,635000,249000,2000.0,England,10.0,14,2009,2023,WCBS,52.08941864809418,1.4289575994320818
50440,,SU8748,487000,148000,2000.0,England,10.0,13,2009,2023,WCBS,51.224573218139554,-0.7555205341768148
50443,,TM1599,615000,299000,2000.0,England,10.0,11,2007,2023,WCBS,52.546372116813814,1.169443083113801
50445,,SK6276,462000,376000,2000.0,England,10.0,15,2009,2023,WCBS,53.27736471670572,-1.0716549259571142
50446,,SP2302,423000,202000,2000.0,England,7.0,14,2009,2023,WCBS,51.71626118154901,-1.6684799141858984
50448,,SU4795,447000,195000,2000.0,England,10.0,15,2006,2023,WCBS,51.65183461320464,-1.3220449167969588
50449,,SM8322,183000,222000,2000.0,Wales,10.0,14,2009,2023,WCBS,51.8542930855628,-5.152405759795088
50450,,NO2444,324000,744000,2000.0,Scotland,10.0,15,2009,2023,WCBS,56.58174776422831,-3.2388345473176785
50460,,SP2638,426000,238000,2000.0,England,10.0,10,2009,2022,WCBS,52.039795503547154,-1.6223564785771227
50462,,SU2282,422000,182000,2000.0,England,10.0,8,2009,2023,WCBS,51.53647845738405,-1.6842043087369596
50468,,SK2444,424000,344000,,England,10.0,14,2009,2023,WCBS,52.992796963318824,-1.6438981681619806
50469,,SP2556,425000,256000,,England,,8,2009,2023,WCBS,52.20166718027812,-1.6356188974105001
50496,,NT7568,375000,668000,2000.0,Scotland,10.0,14,2010,2023,WCBS,55.90445665505467,-2.4014256008764847
50498,,SE1028,410000,428000,2000.0,England,10.0,13,2010,2023,WCBS,53.74827817888483,-1.849840556650698
50501,,SO7624,376000,224000,2000.0,England,10.0,12,2010,2022,WCBS,51.914007473239685,-2.3503259248432204
50505,,TQ3008,530000,108000,2000.0,England,10.0,11,2012,2023,WCBS,50.85691073947614,-0.1543795986665386
50511,,TM1797,617000,297000,2000.0,England,10.0,13,2010,2023,WCBS,52.52762766537274,1.1975842147043774
50512,,TM1827,618000,227000,2000.0,England,10.0,10,2010,2023,WCBS,51.89887888780636,1.1672526631245959
50513,,NT5675,356000,675000,2000.0,Scotland,10.0,8,2011,2023,WCBS,55.96597936285102,-2.7064360549893784
50515,,TQ6524,565000,124000,2000.0,England,10.0,7,2012,2022,WCBS,50.991750073945965,0.3497222670243586
50516,,TL2722,527000,222000,2000.0,England,10.0,13,2011,2023,WCBS,51.882107216643206,-0.1562790093836961
50517,,SY2288,322000,88000,2000.0,England,10.0,11,2011,2023,WCBS,50.686404250613705,-3.105510528825912
50521,,TQ0960,509000,160000,2000.0,England,10.0,12,2011,2023,WCBS,51.328662464150355,-0.4369316468198931
50524,,SP1719,417000,219000,2000.0,England,10.0,13,2011,2023,WCBS,51.869319719630994,-1.754500008508523
50525,,NT5376,353000,676000,2000.0,Scotland,10.0,10,2011,2023,WCBS,55.97467843529631,-2.7546649803639154
50530,,SO9519,395000,219000,2000.0,England,10.0,13,2011,2023,WCBS,51.8695518252091,-2.0740251687473905
50531,,TF8532,585000,332000,2000.0,England,10.0,13,2011,2023,WCBS,52.8537033759407,0.7461350153650759
50532,,TL0532,505000,232000,2000.0,England,10.0,9,2012,2023,WCBS,51.9765557787157,-0.47272423870289243
50535,,SU3235,432000,135000,2000.0,England,10.0,8,2012,2022,WCBS,51.11340414411918,-1.5442372730962364
50544,,SY8779,387000,79000,2000.0,England,10.0,13,2011,2023,WCBS,50.61056659932443,-2.1850869386044085
50551,,ST6805,368000,105000,2000.0,England,10.0,12,2012,2023,WCBS,50.843631790854346,-2.4558682807218406
50555,,TL1152,511000,252000,2000.0,England,10.0,15,2009,2023,WCBS,52.1551311483218,-0.3789118613043766
50556,,NY7412,374000,512000,2000.0,England,10.0,9,2009,2023,WCBS,54.50264627602283,-2.402999037112718
50561,,TL3085,530000,285000,2000.0,England,10.0,11,2009,2023,WCBS,52.447502940198675,-0.0886126792677782
50562,,TL5456,554000,256000,2000.0,England,10.0,12,2009,2023,WCBS,52.180758543520085,0.25098773170917194
50566,,SJ8662,386000,362000,2000.0,England,10.0,13,2009,2023,WCBS,53.154945285040064,-2.21081079826837
50569,,SW5032,150000,32000,2000.0,England,10.0,15,2009,2023,WCBS,50.13526955156135,-5.499806720765982
50571,,NZ0825,408000,525000,2000.0,England,10.0,2,2009,2023,WCBS,54.620085616694524,-1.877626166628819
50572,,SM8518,185000,218000,2000.0,Wales,10.0,15,2009,2023,WCBS,51.81915692606324,-5.120924808821338
50574,,TL8536,585000,236000,2000.0,England,10.0,14,2009,2023,WCBS,51.991631649659965,0.6930545339034768
50577,,TQ3668,536000,168000,,England,,7,2009,2022,WCBS,51.39474458735669,-0.046567165069510454
50579,,SK2672,426000,372000,2000.0,England,10.0,14,2009,2023,WCBS,53.244389882176904,-1.6118441491855688
50586,,ST6702,367000,102000,2000.0,England,10.0,15,2009,2023,WCBS,50.81659882350415,-2.4697998793840683
50587,,ST8906,389000,106000,2000.0,England,10.0,10,2009,2022,WCBS,50.8534088415175,-2.1576356095218143
50590,,TL2804,528000,204000,2000.0,England,10.0,7,2009,2023,WCBS,51.720125648705086,-0.14839776246312866
50593,,TQ5164,551000,164000,2000.0,England,10.0,10,2009,2023,WCBS,51.35501350777205,0.167182320404821
50596,,TQ7371,573000,171000,2000.0,England,10.0,12,2009,2023,WCBS,51.411629050842734,0.48624072316317385
50597,,TQ9048,590000,148000,2000.0,England,10.0,10,2009,2022,WCBS,51.19961578215841,0.7181677998699529
50602,,SK5814,458000,314000,2000.0,England,10.0,13,2009,2023,WCBS,52.720551363681885,-1.1427408823458722
50608,,TF5016,550000,316000,2000.0,England,10.0,13,2007,2023,WCBS,52.72085978393048,0.21947126089384567
50611,,TQ3566,535000,166000,2000.0,England,10.0,11,2009,2022,WCBS,51.37701021386304,-0.061691588000773914
50615,,ST6537,365000,137000,2000.0,England,10.0,14,2009,2023,WCBS,51.13119871215329,-2.5015689992670955
50616,,TL6545,565000,245000,2000.0,England,10.0,12,2009,2023,WCBS,52.07877311262904,0.40639351262587836
50617,,TL7163,571000,263000,2000.0,England,10.0,14,2009,2023,WCBS,52.238628360961364,0.5029185311609599
50618,,TL9354,593000,254000,,England,10.0,3,2009,2023,WCBS,52.15054693563658,0.8195931401458724
50619,,SU9647,496000,147000,2000.0,England,10.0,10,2009,2023,WCBS,51.214143049973444,-0.6269435575553722
50637,,SU2871,428000,171000,,England,,6,2009,2023,WCBS,51.4373100518568,-1.598569101609568
50638,,SO8877,388000,277000,2000.0,England,10.0,14,2009,2023,WCBS,52.39088987844372,-2.1777583888968928
50641,,SE8726,487000,426000,2000.0,England,10.0,11,2009,2022,WCBS,53.72316107957064,-0.6829746838845991
50657,,SJ8182,381000,382000,,England,10.0,6,2007,2022,WCBS,53.33456291792154,-2.2867802970048965
50661,,ST5444,354000,144000,2174.0,England,10.0,3,2007,2022,WCBS,51.193358304630266,-2.6596592706207502
50675,,J2678,138773,534126,2000.0,Northern Ireland,10.0,13,2010,2022,WCBS,54.63442740606874,-6.0494773156666355
50679,,SD9908,399000,408000,2000.0,England,10.0,7,2010,2022,WCBS,53.56860740458633,-2.016571224116608
50682,,SK2073,420000,373000,,England,,2,2010,2023,WCBS,53.2536371768315,-1.7016911822489968
50685,,ST6808,368000,108000,2000.0,England,10.0,13,2010,2023,WCBS,50.87060831006654,-2.456131513067799
50689,,TL1745,517000,245000,2000.0,England,10.0,10,2010,2023,WCBS,52.090988159026715,-0.2936544287041808
50693,,SX8760,287000,60000,2000.0,England,10.0,10,2010,2023,WCBS,50.42894872961665,-3.5922815743491188
50695,,TF2105,521000,305000,2000.0,England,10.0,13,2010,2022,WCBS,52.62927835839578,-0.2136860475685833
50697,,TQ1302,513000,102000,2000.0,England,10.0,14,2010,2023,WCBS,50.806545268623545,-0.39764815193056646
50698,,SU3300,433000,100000,2000.0,England,10.0,11,2012,2022,WCBS,50.79862746678988,-1.533114624375968
50699,,SU9622,496000,122000,2000.0,England,10.0,11,2012,2022,WCBS,50.989405349299176,-0.6335846873837989
50704,,NH6853,268000,853000,2000.0,Scotland,10.0,12,2012,2023,WCBS,57.54778407159851,-4.207242724007292
50705,,NS5852,258000,652000,2000.0,Scotland,10.0,13,2011,2023,WCBS,55.740500766806974,-4.263399170098062
50706,,NJ5726,357000,826000,2000.0,Scotland,10.0,12,2012,2023,WCBS,57.3225124278278,-2.7156627919987386
50709,,J3864,149538,519151,2000.0,Northern Ireland,10.0,13,2011,2023,WCBS,54.50561578981011,-5.870335643266782
50712,,TF7222,572000,322000,2000.0,England,10.0,13,2011,2023,WCBS,52.768203995632135,0.5480194105780717
50718,,NY9971,399000,571000,2000.0,England,10.0,12,2012,2023,WCBS,55.033520894195696,-2.0171796549230168
50727,,SU2569,425000,169000,2000.0,England,10.0,8,2012,2022,WCBS,51.41946698950186,-1.6418680008824043
