Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
4964,Keeping Marsh 22,SU398011,439800,101100,2004.0,England,5.0,2,2022,2023,UKBMS,50.80809297997226,-1.4365118852755236,7.4411163,1.9921099,1.2890123,3.6326709,1.5233781,0.1757744,-6.034921,-3.398305,0.1757744,0.46873173,0.99605495,1.4061952,-2.8123903,-1.4647866,-0.23436587,1.4647866,-1.6991525,4.277177,-1.5819696,-2.1678843,2.870982,4.7459087,-0.82028055,-2.988165,2.0507014,-0.76168907,-0.82028055,3.0467563,-0.29295734,0.82028055,-3.1639392,0.93746346,-2.2264757,4.570134,-0.29295734,-0.23436587,2.1092927,-1.6405611,-4.1014028,-2.753799,-1.6991525,-4.277177,1.1718293,1.5819696,0.11718293,1.4647866,3.1053476,-0.878872,1.8163354,-4.863092,0.46873173,-1.4647866,0.11718293,1.6405611,2.9295733,2.2264757,0.29295734,0.76168907,2.40225,-1.9335184,2.8123903,-0.5273232,1.4647866,3.2225306,3.6912625,-1.4061952,-2.6952074,1.2304208,4.159994,1.2304208,2.6952074,0.23436587,1.6405611,-4.0428114,2.6952074,-2.285067,-0.29295734,0.93746346,1.5233781,-1.757744,-2.519433,-2.9295733,-5.3318233,-1.4647866,0.99605495,1.0546464,3.3397136,-5.0974574,-0.7030976,-0.5273232,-1.1132379,1.5819696,0.64450616,-2.5780246,0.41014028,2.636616,2.1092927,-3.0467563,3.9842198,0.76168907,-3.2811222,4.3357687,-2.0507014,-1.1132379,-1.1718293,4.0428114,-2.3436587,-0.5859147,3.1639392,-2.5780246,1.757744,0.64450616,0.93746346,-3.8084452,3.8670368,1.1132379,-3.0467563,-0.99605495,2.1092927,-3.515488,-3.0467563,-4.8045,0.64450616,1.4061952,-2.3436587,0.3515488,2.4608417,0.82028055
4965,Poulner Lakes,SU156068,415600,106800,1331.0,England,6.0,2,2022,2023,UKBMS,50.860502261115045,-1.7797211017785883,4.173594,-0.9405283,-1.8222735,6.054651,-0.3526981,-1.2344433,-3.056717,-0.2939151,1.1756604,-1.9398396,1.3520094,-1.0580943,-0.52904713,-3.350632,-0.9405283,2.9979339,-1.7634906,3.644547,-2.4101038,-2.8803678,4.349943,3.1155,-3.174283,0.117566034,2.5864527,-0.3526981,-0.99931127,1.2344433,1.2344433,0.9405283,-3.526981,1.1168773,-1.7634906,3.526981,0.117566034,2.5276697,2.4101038,-3.585764,0.47026414,-3.291849,1.4695754,-6.231,-0.8229622,1.5871415,-0.2939151,1.8222735,3.70333,-0.2939151,1.1756604,-2.8803678,-0.8817453,-1.4107924,1.4107924,3.409415,3.409415,2.4101038,-1.4107924,2.5864527,4.29116,-0.52904713,2.8803678,0.058783017,3.350632,-3.2330658,0.7641792,0.23513207,-3.70333,0.47026414,2.6452358,4.5262923,1.9986225,-2.5276697,3.644547,1.1168773,-0.9405283,-1.0580943,-0.7641792,-1.5871415,1.4695754,0.058783017,-0.058783017,-1.2932264,4.0560284,-2.9391508,3.997245,-2.2925377,5.1729054,-4.349943,2.1161885,1.8222735,-3.526981,4.408726,-2.762802,-3.2330658,-1.0580943,-0.23513207,0.7053962,-4.1148114,4.1148114,2.8803678,-5.2316885,4.5262923,-0.6466132,0.9405283,1.2344433,7.465443,-0.058783017,-2.1749716,2.9979339,-1.8222735,2.7040188,-0.6466132,-1.3520094,-1.7047075,4.7026415,2.5276697,-1.7047075,-1.7047075,0.7053962,-7.40666,0.0,-3.526981,0.9405283,0.47026414,-4.173594,-0.3526981,2.762802,0.6466132
4967,Brading Down LNR 2,SZ600867,460000,86700,1680.0,England,6.0,2,2022,2023,UKBMS,50.67687719607399,-1.1521950057492076,4.0955534,-0.7020949,-0.8191107,5.207204,1.1701581,-1.6967293,-4.7976484,-0.46806327,-0.17552373,-1.5797135,2.1062846,0.0,-4.9146643,-0.35104746,1.6967293,2.0477767,-3.0424113,1.930761,-1.287174,-2.9839034,4.446601,6.4358697,-1.4626977,0.23403163,1.5212057,2.4573321,-1.4041898,-0.058507908,0.058507908,1.8722531,-0.8776186,0.52657115,-1.8137451,2.2233005,-0.8776186,1.2286661,1.4626977,-3.1009192,-1.8722531,-3.861522,-1.4626977,-4.388093,0.8776186,3.9785378,-1.287174,2.1062846,3.7445061,1.6967293,1.4041898,-2.51584,0.99463445,-0.7020949,-0.8776186,2.0477767,3.0424113,2.2233005,-0.5850791,1.3456819,2.1647925,0.46806327,0.29253954,0.23403163,1.6382214,-0.52657115,1.930761,-2.4573321,-2.2233005,1.4041898,2.3403163,4.212569,1.8137451,-1.3456819,2.574348,-0.8776186,2.2818084,0.058507908,-1.1701581,-1.5797135,1.4041898,0.23403163,-1.5212057,-2.8668876,0.76060283,-2.3988242,4.5636168,-1.4626977,5.090188,-5.3827276,-0.40955535,0.76060283,-0.058507908,3.2764428,-2.2818084,-1.8137451,-1.9892689,0.35104746,1.8137451,-3.159427,3.4519665,3.4519665,-2.574348,3.9785378,0.058507908,1.2286661,1.9892689,7.4305043,-1.5212057,-0.99463445,3.1009192,-3.2764428,1.2286661,-0.29253954,-2.51584,-3.2764428,2.8083797,2.1062846,-1.4626977,-3.861522,2.574348,-7.3719964,-0.8191107,-3.6274903,1.3456819,2.574348,-2.9253955,-0.46806327,2.8083797,-0.40955535
4968,Hillier Gardens 1,SU374239,437400,123900,1336.0,England,4.0,2,2022,2023,UKBMS,51.01326979456231,-1.4682421862870825,6.043822,-0.6167165,-0.43170157,2.2201796,1.233433,-1.233433,-2.8985677,-3.3919408,2.7135527,4.0086575,-0.061671652,-0.123343304,-0.98674643,-4.3170156,-0.43170157,2.2201796,2.1585078,4.440359,-4.6870456,-1.7268063,4.810389,3.330269,-0.86340314,0.37002993,1.6034629,1.3567764,1.418448,1.5417913,-2.5902095,2.5285378,-1.7884779,0.0,-0.74005985,4.5020304,2.7752244,-0.061671652,0.6167165,-2.096836,-2.4051945,-2.3435228,3.4536126,-6.043822,-0.37002993,-0.92507476,0.92507476,-0.49337322,2.5285378,-2.0351646,-0.43170157,-4.3786874,-1.418448,-0.6783882,0.5550449,0.37002993,3.1452541,1.5417913,-2.8985677,1.7268063,2.836896,0.24668661,0.123343304,-0.24668661,-1.048418,0.061671652,1.048418,-0.30835825,-3.2685976,0.123343304,2.096836,1.233433,-1.9734929,-0.74005985,2.836896,0.6167165,-2.2201796,-2.3435228,2.0351646,0.123343304,2.466866,-0.92507476,-2.1585078,-1.5417913,-0.74005985,-3.2685976,-0.86340314,-2.2201796,3.5769558,-4.440359,0.37002993,4.1320004,-4.193672,0.37002993,-0.74005985,-4.933732,0.6783882,1.1100898,-2.2201796,-1.3567764,3.700299,-0.80173147,-3.0835826,-1.6034629,-1.3567764,2.4051945,0.6783882,7.8322997,1.048418,0.24668661,5.118747,1.6034629,0.37002993,1.2951047,-0.49337322,-2.4051945,4.8720603,5.24209,-4.0086575,0.5550449,-2.5902095,-2.836896,-1.8501495,-0.30835825,1.2951047,-0.43170157,-3.3919408,-1.6651345,1.233433,-1.2951047
4969,Twyford Waterworks,SU492248,449200,124800,1567.0,England,6.0,2,2022,2023,UKBMS,51.02047607132683,-1.299924639679181,0.877878,-2.633634,0.6437772,4.096764,-2.7506845,-3.804138,-2.1069071,-2.1654325,-2.5165837,1.2290292,-1.8142812,-2.2824829,-2.6921592,-0.1170504,1.1119788,0.7608276,0.7023024,2.048382,-2.7506845,-0.7023024,3.0433104,2.1654325,-1.1119788,0.1170504,0.877878,0.4096764,-5.0916924,0.3511512,0.1755756,2.048382,-1.5801804,-2.633634,0.8193528,0.9364032,-2.633634,0.8193528,3.0433104,1.2290292,-1.755756,-3.5700374,2.1654325,-5.0916924,3.1018357,2.92626,-1.5216552,1.3460796,4.330865,-3.452987,1.8142812,-0.4096764,0.1755756,-2.92626,-1.9898568,1.8142812,3.8626633,-2.5751088,0.5267268,1.9898568,2.9847853,-1.170504,1.1119788,-0.0585252,2.5165837,-0.9949284,-1.3460796,-2.048382,-2.867735,-0.9949284,1.3460796,5.85252,2.048382,-0.3511512,3.452987,1.1119788,-1.0534536,-0.8193528,0.4096764,0.2341008,2.5751088,1.6972308,3.5700374,-1.6387056,-1.0534536,-0.6437772,3.6285625,1.3460796,3.804138,-6.3207216,-1.6972308,4.038239,2.1654325,1.9898568,-0.292626,-1.755756,-1.8728064,-0.7023024,1.9313316,0.4682016,7.4327006,1.170504,2.2239575,2.1654325,2.048382,-0.1755756,1.9313316,4.9746423,-3.3359365,-2.341008,1.9898568,-1.2875544,1.9313316,1.9898568,-2.2824829,-1.4046048,4.7990665,4.27234,-6.5548224,0.5267268,0.1170504,-0.2341008,0.5267268,-3.8626633,0.877878,-3.452987,-2.1069071,-1.9313316,0.7608276,-2.8092096
4970,RSPB Hazeley Bottom,SU746585,474600,158500,1413.0,England,11.0,2,2022,2023,UKBMS,51.32072371109789,-0.9308676214050656,3.4072995,-1.4906936,-0.56788325,6.104745,0.70985407,-2.9813871,-4.4720807,0.9228103,1.4197081,2.3425183,1.8456206,-0.35492703,-2.0585768,-2.5554748,4.2591243,1.7036498,-2.0585768,5.181935,-3.2653286,-0.9937957,6.17573,2.271533,0.49689785,0.35492703,0.28394163,1.916606,-3.7622266,1.9875914,-2.2005477,1.4906936,-1.0647811,-1.7746352,-0.07098541,0.6388687,-2.6974454,0.6388687,-1.6326643,-0.8518249,-3.1943433,-5.181935,3.2653286,-5.181935,1.916606,4.3301096,-3.4072995,3.9041975,4.0461683,-1.1357665,-1.7036498,-1.916606,-2.4844892,-0.9228103,-1.8456206,1.1357665,4.4720807,-1.3487227,-0.21295622,1.5616789,3.9751828,1.4906936,2.2005477,-0.9937957,1.8456206,-0.9937957,-2.4844892,-1.7746352,0.07098541,0.78083944,1.206752,0.70985407,-0.9228103,-0.70985407,5.181935,3.1233578,-2.6974454,0.42591244,-0.6388687,1.2777374,4.4720807,0.6388687,1.0647811,-1.2777374,0.28394163,-1.8456206,3.6202557,-1.4197081,0.9937957,-4.4010954,-1.6326643,6.17573,-0.9937957,1.2777374,-0.70985407,-2.0585768,-0.70985407,-0.56788325,1.1357665,-1.916606,1.4906936,2.4844892,-2.62646,0.35492703,-0.8518249,4.188139,1.7036498,9.015146,0.14197081,-4.188139,0.56788325,3.1943433,0.56788325,3.0523725,1.7746352,-1.3487227,2.9104016,1.3487227,-2.413504,-0.14197081,-3.7622266,-0.70985407,0.9228103,-2.0585768,-1.1357665,-0.14197081,-2.8394163,0.78083944,3.0523725,-3.833212
4971,Bere Copse,SU604148,460400,114800,270.0,England,1.0,2,2022,2023,UKBMS,50.92949813350629,-1.1419204731177517,3.8523672,0.8427053,-1.504831,3.8523672,0.3611594,1.9863768,-3.9727535,-0.3611594,-0.1805797,0.30096617,-0.90289855,-2.8892753,-2.8290823,-3.9125605,-0.060193237,2.6485023,-0.78251207,1.8057971,0.60193235,-4.333913,2.04657,2.528116,-3.1902416,0.30096617,2.1067634,0.24077295,-1.4446377,1.8659904,0.5417391,0.7223188,-2.2271497,0.9630918,-2.7086957,2.287343,0.90289855,0.4815459,3.069855,-2.1669564,-1.3242512,-1.504831,0.1805797,-2.6485023,-0.90289855,2.1067634,0.7223188,-0.1805797,0.6621256,1.9863768,-1.023285,-2.4077294,2.3475363,1.4446377,0.30096617,0.5417391,2.1067634,2.5883093,-1.023285,1.5650241,5.597971,-0.90289855,2.8290823,-1.9863768,0.7223188,-0.3611594,1.023285,-0.8427053,-4.6950727,0.30096617,3.009662,3.7319808,0.24077295,-1.504831,0.9630918,1.3844445,-1.6252174,1.504831,-0.3611594,-0.5417391,-0.42135265,-0.30096617,-1.2038647,-2.1669564,3.3708212,-5.537778,1.6854106,-1.264058,6.9824157,-4.634879,4.8756523,1.8659904,-3.6717875,2.3475363,-0.24077295,-4.514493,-0.42135265,-2.3475363,-2.04657,-4.27372,3.6717875,2.7086957,-7.6445413,-0.9630918,-0.90289855,0.60193235,0.5417391,5.2970047,0.30096617,-1.4446377,3.069855,-1.6854106,2.2271497,0.24077295,-3.1300483,-3.6115942,7.343575,1.9863768,-4.2135267,-4.7552657,0.5417391,-4.333913,-2.3475363,-3.4912078,-1.4446377,0.5417391,-4.514493,-1.264058,3.2504349,1.6854106
4972,Bury Hill,SU345432,434500,143200,2000.0,England,5.0,2,2022,2023,UKBMS,51.1869913028174,-1.5077411376585774,1.2053694,0.43831614,1.9724226,3.1230025,-0.3287371,-2.5751073,-1.1505798,-2.1367912,0.054789517,1.1505798,-0.16436855,-1.6436855,-1.6436855,-1.3149484,2.3559492,0.82184273,-0.054789517,1.698475,0.6574742,0.49310565,2.6298969,3.2325816,-1.917633,1.917633,3.177792,4.1640034,-0.9314218,0.43831614,-2.3011596,0.76705325,-1.8628436,-0.109579034,-1.917633,-0.16436855,-1.3149484,-0.9862113,3.1230025,-1.0957904,-3.177792,-4.6023192,1.698475,-5.6981096,1.588896,1.588896,-2.8490548,3.6708977,0.5478952,-1.1505798,1.0410008,-1.5341065,0.8766323,-0.49310565,-0.2739476,-0.5478952,3.506529,-1.1505798,1.4245274,0.82184273,3.3421605,-0.9314218,1.698475,0.38352662,1.6436855,1.8080541,0.8766323,-4.7118983,0.3287371,1.4245274,1.917633,0.054789517,-0.109579034,-0.6026847,5.1502147,-0.6574742,-2.6846864,-1.0410008,1.2053694,1.2601589,1.1505798,3.1230025,2.739476,-5.369373,-3.6708977,-2.1915808,4.328372,-0.6574742,3.177792,-6.9582686,1.2053694,1.6436855,0.7122637,1.9724226,-0.9314218,-1.9724226,-2.5203178,0.7122637,-0.9314218,-0.8766323,3.6708977,0.38352662,0.38352662,2.0272121,1.0957904,-2.0820017,0.6026847,4.2735825,-1.6436855,0.38352662,1.4245274,-1.698475,-0.6026847,0.38352662,2.0820017,-3.506529,2.5751073,1.8080541,-2.1915808,-0.6574742,-2.1915808,-3.506529,-2.4107387,-3.4517395,0.3287371,-1.2053694,-2.3011596,1.0410008,1.0957904,-1.6436855
5001,Skirrid,SO327167,332700,216700,1130.0,Wales,8.0,6,2017,2023,UKBMS,51.84482573663744,-2.978340067333582,4.439401,0.6425449,-2.4533534,3.9136827,-1.2266767,1.6355689,-4.8482933,-1.343503,0.87619764,3.0958982,-2.044461,-0.5841317,-3.5047905,-4.088922,-1.2266767,3.2711377,0.058413174,4.7314672,-1.2266767,-2.5117664,1.6355689,3.6216168,-1.4603293,-0.11682635,3.2127247,0.4673054,-1.4603293,3.6800299,-0.35047904,-1.5187426,-4.380988,2.1028743,-4.088922,2.3365269,0.11682635,1.9860479,1.7523953,-3.9720957,-2.1028743,0.29206586,-0.17523952,-2.8038323,-2.4533534,0.2336527,-1.5187426,-0.8177844,2.5117664,1.8692216,-3.0958982,-3.9720957,0.52571857,-0.2336527,0.8177844,1.693982,3.5632036,4.2057486,3.0374851,2.9206586,4.96512,-0.87619764,2.1028743,-0.87619764,1.5187426,-1.1682634,1.9276347,2.4533534,-3.8552694,-0.17523952,2.3949401,4.2641616,-1.0514371,-2.9790719,3.8552694,1.343503,-4.2641616,-0.7009581,0.6425449,-2.5701797,0.8177844,-0.87619764,-2.044461,-0.17523952,7.4184732,-5.724491,0.87619764,-1.4019161,5.782904,-4.322575,1.4019161,0.058413174,-4.2057486,0.7593713,-0.7593713,-2.9206586,0.4088922,-0.7009581,0.058413174,-3.9136827,4.7314672,0.87619764,-6.8343415,-1.5187426,2.687006,2.2781138,0.5841317,5.5492516,-0.4088922,-1.0514371,3.9136827,1.1682634,3.5047905,-1.2266767,-1.5187426,-1.343503,7.126407,3.7968564,-2.9206586,-2.687006,1.343503,-3.387964,0.17523952,-3.8552694,0.058413174,-0.99302393,-2.7454193,-4.030509,1.343503,0.11682635
5003,"Fenns, Whixall NNR transect C",SJ482371,348200,337100,3500.0,Wales,11.0,6,2018,2023,UKBMS,52.928794212223714,-2.772025254026109,4.45406,-0.5567575,-0.74234337,0.603154,-2.6445982,-3.2941487,-4.9644213,-3.8973026,-0.8815327,3.618924,0.41756815,0.13918938,-2.22703,-5.8923507,-0.41756815,4.8716283,1.2527044,5.5675755,-2.9693735,-1.3918939,0.74234337,0.64955044,-0.04639646,-2.412616,2.8765805,0.64955044,-1.3918939,4.45406,0.74234337,-0.5103611,-0.69594693,-2.1342373,-0.8815327,0.32477522,-1.206308,1.206308,2.6909947,-2.5054088,-4.2684746,-2.8765805,2.2734265,-5.4283857,1.3454974,1.2991009,-2.7373912,-1.4846867,5.2428,0.5567575,-0.2319823,-2.5054088,-0.41756815,1.0671186,-1.7166691,1.4382902,5.7067647,-2.22703,1.0671186,1.6702726,3.6653204,-1.206308,2.9693735,-3.2013557,1.3918939,-2.5518053,1.1599115,-0.9279292,-2.7837877,1.7630655,3.108563,0.13918938,1.3918939,-0.7887398,1.3454974,-0.64955044,0.32477522,-0.74234337,-0.4639646,2.6909947,5.1500072,0.41756815,-2.0414443,0.09279292,-0.8815327,-3.526131,2.0414443,2.5518053,0.8815327,-4.8716283,0.69594693,1.3918939,-0.5567575,3.2013557,0.97432566,-3.5725274,1.3454974,5.753161,0.7887398,1.6238761,4.45406,0.74234337,-3.618924,1.9022548,0.18558584,2.4590125,-2.319823,-0.37117168,0.7887398,-0.603154,2.5518053,1.113515,0.37117168,-0.7887398,0.2319823,-3.8045096,2.830184,-2.5982018,-4.2684746,0.09279292,1.1599115,0.18558584,-1.5774796,-4.59325,0.2319823,-1.4382902,-1.1599115,-2.22703,0.18558584,1.4846867
5004,"Bryn Euryn, Rhos-on-Sea",SH829800,282900,380000,1000.0,Wales,9.0,6,2018,2023,UKBMS,53.30396124345058,-3.7587406355802586,3.559027,1.078493,-3.7208009,5.4463897,-0.8088697,0.4313972,-5.122842,-1.2402669,0.5931711,1.9952121,-1.402041,-1.8873627,-1.7255888,-2.3726845,-1.9952121,2.5883832,0.5392465,3.8825748,-0.7010205,-4.3678966,1.3481163,2.750157,-3.559027,-1.1863422,3.6129515,0.5931711,-1.5098902,3.9364994,0.7549451,-1.9412874,-4.475746,2.1030614,-2.911931,1.7255888,1.078493,1.5638149,1.5098902,-2.2109106,-1.9412874,0.8627944,0.4313972,-2.804082,-1.7795135,-1.2402669,-1.8334382,-1.6177394,2.4805338,1.2402669,-1.1863422,-2.5883832,-0.8088697,-0.37747255,1.5098902,2.911931,3.7208009,3.3433282,2.6962326,0.5931711,5.122842,-0.9706437,3.559027,-1.5098902,1.2402669,-2.4266093,2.6962326,1.3481163,-3.2354789,1.078493,1.2941916,3.0197804,0.05392465,-2.5344586,2.2109106,1.9952121,-3.7208009,-0.7549451,0.8627944,-1.402041,0.6470958,-2.31876,-0.2156986,-0.9706437,6.8484306,-4.5835953,0.1078493,-2.156986,6.14741,-6.524883,1.2402669,-1.402041,-4.2600474,3.1815543,-0.9167191,-3.073705,-0.7549451,0.16177395,-0.16177395,-5.7699375,6.14741,-0.3235479,-5.6620884,-0.05392465,2.5344586,0.8627944,1.2941916,6.039561,-0.3235479,0.5392465,2.5883832,-0.8088697,3.6129515,-0.5931711,-1.4559655,-1.8873627,6.0934854,3.8286502,-2.1030614,-2.5344586,1.7795135,-4.152198,-0.1078493,-3.6129515,-2.9658558,0.2156986,-1.2402669,-3.6129515,3.0197804,1.5638149
5005,Merthyr Mawr NNR 2,SS860770,286000,177000,867.0,Wales,3.0,6,2018,2023,UKBMS,51.4804317734954,-3.643040334505774,4.8322644,-2.5808685,-1.153154,3.898759,-0.8236815,-2.0317476,-3.898759,-2.0317476,2.306308,0.6589452,-1.4826267,0.98841774,-1.9219234,-4.063495,-0.43929678,3.4594622,0.1647363,6.095243,-3.4594622,-1.9219234,3.7889347,3.6791105,-1.4277146,-0.54912096,2.9103413,0.8236815,-1.4826267,2.0317476,0.6589452,2.9652534,-2.0866597,-0.93350565,-2.251396,2.690693,-0.7687694,1.4826267,1.9219234,-3.349638,-3.294726,-3.1849017,-0.27456048,-6.9738364,0.93350565,0.60403305,-0.7138573,-0.1647363,6.095243,-1.4826267,2.745605,-1.8120992,-2.306308,-1.647363,-2.8554292,1.8670113,5.2715616,-1.2080661,-1.153154,1.0982419,2.306308,-2.306308,0.98841774,-0.7687694,4.667528,-1.4826267,-1.5924509,-0.3843847,-2.690693,2.1415718,2.690693,4.612616,1.647363,-2.0317476,2.5259564,-0.43929678,1.4826267,-2.5808685,0.43929678,-0.21964839,2.690693,0.43929678,-0.3843847,-2.1964839,-0.6589452,-1.9219234,5.8206825,-2.800517,1.4277146,-6.3698034,0.8236815,1.4277146,-1.8670113,4.44788,-3.0750775,-1.9219234,-1.2629782,3.1849017,1.0433298,-2.5808685,5.546122,1.2629782,-2.1964839,4.2282314,0.8236815,2.3612201,2.3612201,2.5808685,-0.49420887,-1.4826267,2.3612201,-0.60403305,0.8236815,-1.2080661,1.5375388,-3.0201654,3.1299896,-0.054912098,-1.9219234,-0.98841774,0.93350565,-4.557704,0.3294726,-2.4161322,-1.0433298,-2.251396,-2.1964839,-2.9652534,-0.054912098,-0.7138573
5008,New Range Transect (South Stack),SH214799,221400,379900,2142.0,Wales,7.0,4,2018,2023,UKBMS,53.28589493787045,-4.68067715000535,4.025287,-2.415172,-0.3522126,-0.050316088,-2.3648562,-4.9812927,-2.0629597,-3.924655,-0.25158045,3.5221262,-0.100632176,0.20126435,-3.974971,-1.207586,-5.333505,0.3522126,3.2202296,3.6730745,-0.4025287,-3.1195974,1.5094826,3.0692813,0.6541091,-2.8177009,2.0629597,1.3585343,-2.3145401,3.1195974,0.553477,2.7673848,-0.4528448,-0.100632176,-1.8616953,-2.3145401,0.9560057,1.2579021,2.1132758,-1.4088504,-4.7297125,-2.6164365,2.6164365,-1.8113792,0.8553735,1.4088504,-3.421494,-2.3648562,1.9120114,2.5661204,1.207586,-2.6164365,0.9560057,-2.8177009,-2.7673848,0.100632176,6.3901434,-6.188879,0.6541091,4.1259193,4.578764,-2.3648562,1.9623275,-3.2705457,-0.7044252,-0.553477,-0.553477,-0.553477,-0.553477,2.8177009,2.9686491,3.3208618,4.3271837,-2.3648562,-0.4528448,-1.3082182,-0.3018965,-3.5221262,0.4025287,2.264224,3.371178,1.3082182,-1.1572701,-0.9056896,-6.1385627,-4.2265515,2.7673848,1.0063218,0.553477,-4.9812927,-1.0063218,-0.3522126,-0.5031609,1.710747,-3.5221262,-3.0692813,1.2579021,3.2705457,-1.4088504,2.7673848,5.685718,0.5031609,1.106954,1.5597987,2.8177009,-2.8177009,2.264224,3.974971,1.5094826,0.9560057,1.3585343,1.710747,-3.6227584,0.4025287,-1.106954,-2.1132758,3.8743389,0.9560057,-1.5597987,0.20126435,3.47181,-2.5661204,-1.8616953,-1.9623275,-0.25158045,-2.4654882,-0.20126435,-2.7170687,-0.050316088,2.415172
5012,"Rhyd-y-Fen, Migneint",SH832397,283200,339700,2723.0,Wales,7.0,5,2018,2023,UKBMS,52.941940294762446,-3.739554010327653,2.237758,-2.6293654,0.27971974,1.9580382,-3.6363566,0.111887895,-1.9580382,-6.3216662,-1.8461503,3.8601325,0.055943947,-1.118879,-1.8461503,-4.6433477,0.39160764,2.12587,3.3006928,2.4615338,-3.0769172,-0.055943947,1.6783184,0.16783184,1.2307669,1.2867107,0.5034955,1.7902063,0.61538345,2.4055898,-1.7342623,-0.9510471,-2.5174775,-1.7902063,0.5594395,2.5734215,1.6223744,-0.61538345,2.9090853,-1.118879,-2.12587,-3.9160764,2.9090853,-6.2097783,2.5734215,-1.5664306,-3.9720201,0.39160764,6.4894977,-1.5104866,0.16783184,-1.7342623,-2.8531413,0.055943947,-0.7832153,-0.44755158,3.3566368,-4.027964,1.3985987,1.6223744,1.2867107,-0.7272713,5.090899,-5.6503386,1.8461503,-2.6293654,0.27971974,-3.6363566,-2.3496459,0.27971974,4.7552357,2.4055898,-0.33566368,0.39160764,1.6223744,-0.89510316,-2.069926,-1.9020942,1.8461503,1.9580382,2.7971973,0.27971974,-0.111887895,-0.5594395,-0.111887895,-3.5244687,3.6363566,1.2867107,1.118879,-4.25174,1.5664306,-1.062935,2.181814,4.195796,-0.22377579,-1.1748229,-0.7272713,6.8811054,3.6923006,-0.22377579,7.1048813,2.181814,-2.181814,-0.22377579,1.118879,3.8041885,-0.111887895,-3.1328611,0.7832153,-2.6293654,2.237758,0.89510316,2.181814,0.7272713,-0.39160764,-3.7482445,2.5734215,-0.8391592,-0.5034955,1.7902063,0.16783184,-1.2867107,-0.055943947,-1.6223744,-2.7412534,-4.25174,-2.3496459,-0.9510471,-0.33566368,0.39160764
5025,Skrinkle - Manorbier,SS080975,208000,197500,1314.0,Wales,6.0,4,2020,2023,UKBMS,51.64343586680831,-4.776346549754627,2.9258938,-0.5201589,-1.9505959,4.4213505,-1.1053376,-1.3003972,-2.795854,-2.0806355,0.9752979,-0.45513904,0.45513904,0.45513904,0.3250993,-2.275695,2.6007943,2.4707546,2.2106752,4.8114696,-2.1456554,-2.6007943,4.55139,3.250993,-2.340715,-0.5201589,-0.13003972,-0.13003972,-3.6411123,1.5604767,-1.4954568,4.4863706,-1.6905164,0.58517873,0.8452582,3.5760922,0.0,1.7555362,1.430437,-2.5357745,-1.885576,-3.0559335,1.8205562,-7.087165,0.6501986,1.3003972,-0.9102781,1.2353773,3.5110724,-2.9258938,1.7555362,-2.860874,-3.0559335,-1.9505959,0.0,2.275695,4.8764896,1.7555362,-3.1209533,0.5201589,2.275695,-1.6905164,1.7555362,-1.3654171,3.3810327,-1.4954568,-2.4707546,0.3250993,0.3250993,1.1703575,1.7555362,3.3810327,1.3003972,-2.9909136,3.3160129,2.340715,-2.2106752,0.58517873,0.7152185,-1.5604767,2.4707546,1.7555362,1.430437,-1.1053376,-0.19505958,-2.1456554,4.096251,-1.3654171,0.9102781,-6.7620654,-0.06501986,2.9909136,-2.795854,2.860874,-3.6411123,-1.430437,-0.5201589,0.19505958,-0.06501986,-3.4460526,6.3069267,-0.9752979,-1.1703575,0.9752979,1.430437,1.430437,2.9258938,8.257523,-0.9752979,-2.5357745,0.78023833,0.78023833,0.9102781,2.4057348,-1.4954568,-0.9102781,2.5357745,4.8764896,-3.5110724,0.9752979,-0.78023833,-3.1209533,1.0403178,-1.1703575,-1.1053376,-0.9102781,-4.4213505,-2.5357745,2.275695,-1.4954568
