Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
17,Buttlers Hanging,SU817961,481700,196100,1158.0,England,10.0,25,1976,2023,UKBMS,51.65775825750654,-0.8203137715166255,2.1237018,-1.1528667,0.6674492,4.55079,-1.0921896,0.910158,0.910158,1.2135439,0.0,3.944018,-4.4294353,-4.368758,-7.706004,-2.2450564,2.3664107,2.0023475,-1.7596387,2.184379,-0.36406317,2.0023475,-0.910158,0.84948075,-3.2158914,2.791151,1.5169299,0.48541757,0.97083515,4.8541756,0.18203159,-0.84948075,-3.4586003,-0.7888036,-4.1260495,-2.2450564,-4.2474036,-3.8833406,-0.72812635,0.72812635,-0.30338597,-0.910158,0.24270879,-2.6697967,1.820316,5.4002705,-3.944018,2.6697967,3.701309,-2.0023475,-2.3664107,-2.2450564,-1.0921896,-0.5460948,0.42474037,-1.1528667,3.2158914,0.0,1.3955755,0.060677197,5.825011,-1.5776072,-0.30338597,-2.3664107,3.8833406,1.0315124,0.7888036,-5.642979,1.7596387,0.060677197,0.24270879,1.7596387,-2.4270878,1.7596387,3.5799546,2.3057334,-3.397923,0.910158,-0.7888036,0.7888036,3.337246,2.9125054,0.48541757,-5.218239,-2.1237018,-2.487765,0.42474037,4.1867266,6.128397,-5.7643337,-1.8809931,3.0338597,-0.97083515,-0.24270879,3.5799546,2.0630248,0.6674492,-0.97083515,0.84948075,-1.0315124,2.4270878,2.0630248,-0.30338597,-0.6674492,5.3395934,-1.1528667,1.820316,0.30338597,-0.84948075,0.060677197,1.3955755,-0.060677197,1.2135439,1.1528667,1.820316,-2.9125054,3.2765687,1.3955755,-5.036207,-0.24270879,-1.8809931,-0.84948075,-0.6674492,-2.3664107,0.84948075,-5.582302,-4.004695,0.72812635,2.0630248,-2.6091194
19,Studland Heath,SZ025850,402500,85000,3665.0,England,14.0,48,1976,2023,UKBMS,50.66466594677289,-1.9659898683114412,2.2346997,-1.1953045,-2.6504576,2.3386393,-1.3512137,0.2598488,-0.5196976,-1.8189416,-0.3637883,2.546518,1.2472742,0.41575807,-3.3780344,-5.3009152,-2.0268207,4.31349,3.9497018,5.9765224,0.3637883,0.20787904,2.3386393,1.4551532,-2.3386393,-3.014246,1.2472742,0.41575807,-2.7024274,1.6110625,0.20787904,2.390609,2.18273,-2.9103065,1.091365,-1.8709114,-2.9103065,1.3512137,4.0016713,-1.7669718,-5.1969757,-3.1701553,2.1307602,-6.6001596,3.222125,1.9748509,0.05196976,-0.15590927,3.7937925,-1.8189416,0.7795464,-1.4031835,-0.05196976,-2.0268207,-2.2866695,-0.31181854,5.145006,-6.5481896,0.31181854,0.46772784,2.9622762,-2.1307602,3.3780344,-1.8709114,3.1181855,-1.4031835,-3.5339437,0.5716674,0.83151615,0.67560685,3.3780344,0.67560685,1.9228811,-3.7937925,1.8709114,-1.0393952,2.2866695,-1.2992439,-0.9354557,0.5196976,4.31349,3.6378832,0.10393952,1.8709114,-3.897732,-2.7543972,3.1701553,3.1701553,1.2992439,-5.5607643,0.3637883,2.9622762,1.2472742,2.390609,-2.0268207,-1.7669718,0.2598488,4.2095504,0.46772784,0.05196976,4.36546,-0.10393952,-3.222125,1.6110625,2.4945483,0.31181854,-0.2598488,1.1953045,2.8583367,-1.8709114,0.98742545,2.4945483,0.3637883,-2.806367,-1.8189416,-3.222125,4.31349,-4.31349,-4.521369,2.0787904,2.546518,-0.2598488,-2.2866695,-1.3512137,-3.481974,-2.2346997,-5.1969757,-3.1701553,0.2598488,1.8709114
21,Castor Hanglands,TF118018,511800,301800,1624.0,England,8.0,49,1974,2023,UKBMS,52.60249379574746,-0.3506312764775599,5.89857,-0.40332103,1.0083026,3.93238,0.10083026,-1.562869,-6.4027214,-0.8570572,1.1595479,-0.30249077,0.15124539,1.9157748,-1.4620388,-2.1678505,1.562869,2.9240775,-2.6720018,4.991098,-1.3107934,-1.3107934,4.6886067,1.1091328,-2.9240775,-0.9074723,1.1091328,-0.20166051,-1.96619,3.2265682,0.6553967,0.60498154,-3.7307196,0.40332103,-2.8232472,3.881965,-1.8149446,2.3695111,3.0249076,-2.0670202,-0.80664206,-5.4448338,2.1678505,-5.091928,0.5041513,2.5207565,-0.7058118,1.7141144,5.2935886,-1.4620388,0.10083026,-4.0332103,-2.0670202,-1.0587177,-0.80664206,3.6803043,5.3944187,2.2686808,0.60498154,1.6132841,5.2431736,-1.2099631,2.6720018,0.80664206,3.0753229,-0.8570572,-0.6553967,-0.40332103,-4.4869466,1.1091328,5.495249,1.6132841,3.478644,-2.0670202,3.6298892,0.20166051,2.7224169,-1.8653598,-0.10083026,0.3529059,3.1761532,-0.25207564,0.7562269,-1.7645295,0.6553967,-1.7141144,3.1761532,0.45373616,1.8149446,-3.3273985,2.8232472,-1.2603782,-3.3273985,5.4448338,1.1595479,-3.3778136,-1.2099631,1.4620388,2.9240775,-2.7728322,4.436531,2.8736622,-5.091928,4.5373616,-1.7141144,0.10083026,-0.5041513,6.251476,-1.7141144,-2.9744925,0.7058118,-0.9578874,2.0670202,-0.6553967,1.1595479,-3.6803043,5.091928,0.9578874,-3.6298892,-2.2182655,0.05041513,-3.1761532,0.7562269,-5.192758,0.45373616,0.15124539,-4.7390223,0.05041513,1.3612084,0.25207564
24,Dyfi,SN609937,260900,293700,2414.0,Wales,5.0,45,1976,2023,UKBMS,52.52336828360976,-4.051682327671509,3.2388978,0.4626997,0.99149936,4.164297,-0.99149936,-1.9168987,-0.4626997,-2.0490987,0.26439983,4.693097,1.9168987,0.9253994,1.0575993,0.33049977,-2.0490987,0.4626997,2.1812985,2.3134985,0.99149936,0.66099954,1.586399,1.2558992,3.4371977,-2.1151986,3.106698,1.7185988,-3.106698,3.304998,-1.1236993,3.4371977,-1.1236993,4.825297,0.39659974,0.99149936,1.7846988,1.2558992,5.2218966,1.0575993,-3.304998,-3.5693977,2.2473986,-1.3219991,1.9829987,-0.06609996,0.52879965,0.33049977,-3.040598,0.72709954,2.0490987,-6.213396,-2.5117984,-0.33049977,-1.4541991,-3.3710978,4.164297,3.106698,0.13219991,2.3795984,2.2473986,0.72709954,3.7015977,-2.9083982,3.106698,1.652499,2.0490987,-1.9829987,-0.99149936,-0.72709954,3.8998973,-1.9168987,0.52879965,2.842298,0.66099954,-0.8592994,-2.2473986,-2.5778983,2.4456985,2.5778983,6.015096,2.0490987,0.7931995,-2.0490987,-8.394694,-2.7100983,5.486296,5.1557965,1.9829987,-3.9659975,-0.26439983,1.1897992,-1.3880991,0.0,1.520299,-3.8998973,-0.06609996,2.842298,-4.9574966,1.586399,2.1151986,0.0,0.72709954,0.72709954,1.1236993,-5.684596,-1.586399,0.13219991,2.5117984,1.4541991,6.9404955,-0.13219991,-3.040598,-0.26439983,-0.5948996,-4.2964973,2.6439981,0.26439983,-4.0320973,0.99149936,-0.66099954,-3.040598,-1.4541991,-3.9659975,5.023597,-3.7015977,-4.164297,0.06609996,4.0320973,-0.72709954
25,Chippenham Fen,TL646694,564600,269400,3255.0,England,8.0,47,1976,2023,UKBMS,52.29806432243726,0.4124002800792352,6.805936,1.5841403,-2.2882025,4.752421,-0.5280467,-1.290781,-6.1605453,-2.2882025,0.7627342,2.1708589,-1.4667965,1.5841403,-2.112187,-2.8749213,-2.4642181,2.2295308,-1.4081247,5.6911707,-2.112187,-1.7601559,3.3442962,1.8774996,-2.6402338,-1.9948432,3.5789835,-1.4667965,-0.4693749,4.283046,0.5280467,0.5280467,-4.1657023,1.2321091,-2.6989057,2.992265,-0.6453905,1.6428121,2.933593,-2.2882025,-2.2882025,-1.701484,1.5254683,-4.283046,-0.5867186,-0.17601559,-1.2321091,-1.1147654,4.5177336,0.9974216,-0.9974216,-3.0509367,0.17601559,-0.6453905,-0.35203117,3.46164,4.4003897,2.112187,1.9361714,0.35203117,4.0483584,-1.701484,2.0535152,-0.23468745,1.3494529,-1.6428121,0.35203117,2.4055464,-3.7549992,0.9974216,2.3468745,0.117343724,0.5867186,-1.5841403,1.6428121,0.058671862,0.5867186,-2.992265,1.4081247,-0.23468745,0.70406234,-1.0560935,-1.7601559,-1.1147654,2.1708589,-2.7575774,1.1147654,-0.88007796,3.8723428,-5.104452,1.6428121,-0.4693749,-4.0483584,2.6989057,-0.117343724,-3.3442962,0.117343724,1.3494529,0.9974216,-4.1657023,4.0483584,1.1734372,-4.693749,2.3468745,-0.117343724,1.5254683,0.5280467,4.9284363,-0.41070303,-0.5867186,3.3442962,0.0,2.2295308,-1.5841403,-0.17601559,-2.4055464,7.4513264,1.0560935,-3.8723428,-0.70406234,1.7601559,-4.576405,0.9387498,-3.2269523,0.9387498,-1.8188277,-1.0560935,-3.3442962,1.8188277,1.2321091
26,Rostherne Mere,SJ743841,374300,384100,5360.0,England,15.0,32,1976,2023,UKBMS,53.35315420847381,-2.387561504971336,2.996581,-1.4982905,-0.5166519,3.8748894,-1.6532861,-0.7233127,-2.3765988,-4.856528,2.169938,2.3249335,-2.0149424,-0.41332152,2.169938,-1.2399646,2.0666077,-3.3065722,1.2399646,2.5315943,2.0666077,2.4799292,-2.996581,4.08155,1.4982905,-4.4432063,2.3249335,-0.82664305,-1.7566165,2.1182728,-0.4649867,0.7233127,-1.4982905,2.0149424,-6.561479,-2.738255,-1.3949602,-2.169938,2.996581,-0.05166519,-4.029885,1.343295,0.41332152,-1.7049513,1.7566165,2.5832596,-0.5166519,-1.8599468,3.2032418,-1.4982905,2.8932507,-5.37318,0.7233127,0.15499558,-0.10333038,-1.2399646,2.0149424,0.6716475,0.30999115,0.82664305,3.0482461,0.41332152,1.343295,-1.084969,1.2399646,1.9632772,0.41332152,-0.9299734,-2.738255,3.3582375,2.68659,-0.9816386,-2.8415854,-1.5499557,-1.6016209,-1.7566165,-2.1182728,-2.8415854,-1.2916298,-3.8748894,0.6199823,-2.7899203,2.3765988,-2.6349247,-3.4615679,-1.3949602,1.2916298,1.5499557,1.0333039,-4.2365456,0.5683171,-1.2916298,-0.9816386,2.68659,2.8415854,-5.683171,-1.911612,2.5832596,-2.68659,-0.5683171,2.6349247,-1.6532861,-1.8599468,1.084969,-1.0333039,-2.2732685,-4.029885,0.05166519,-0.7233127,-1.2399646,2.8415854,4.288211,-1.5499557,-2.3249335,-1.2399646,-2.4799292,3.7198937,-1.5499557,0.20666076,-1.4982905,-0.9816386,0.82664305,0.9816386,-5.2181845,1.8599468,-3.9265544,-0.30999115,0.0,3.513233,1.6016209
27,Holme Fen,TL202892,520200,289200,4438.0,England,8.0,47,1974,2023,UKBMS,52.48748441181583,-0.231219510507709,3.3818443,-0.6878327,-0.9744297,3.209886,-2.0061789,-1.4329848,-6.3051333,-4.0123577,-1.8342206,4.9867873,-2.6366923,0.57319397,-4.069677,-4.2416353,-2.6366923,1.5476236,0.34391636,3.897719,-1.0317491,-2.178137,2.464734,2.9806085,-0.9171103,-0.9171103,2.464734,1.4329848,-2.9806085,2.923289,2.178137,-1.2037073,-5.5599813,0.17195818,-3.3245249,2.178137,0.11463879,0.7451521,0.45855516,-1.2610267,-5.67462,-2.5220535,0.11463879,-5.67462,0.40123576,-1.7195818,-1.89154,-2.7513309,3.0379279,1.1463879,-1.7769012,-2.923289,2.579373,0.63051337,-2.6366923,-0.22927758,4.8148293,0.17195818,3.4391637,2.178137,6.247814,-3.7257607,2.178137,-3.209886,-2.464734,-0.63051337,0.22927758,3.3245249,-3.4391637,0.11463879,2.464734,3.0379279,2.579373,-0.9744297,3.2672055,0.057319395,-2.2927759,-0.7451521,1.4329848,2.0061789,1.89154,-1.7195818,-0.34391636,-1.4329848,3.0379279,-5.961217,0.17195818,0.6878327,3.8403995,-5.2733846,2.6366923,0.51587456,-4.069677,0.7451521,1.1463879,-0.11463879,1.5476236,2.923289,0.8597909,-3.78308,5.6173005,-0.40123576,-6.534411,-1.4903042,-0.17195818,1.3183461,0.57319397,2.579373,0.8597909,0.17195818,5.3880234,1.0890685,1.9488595,-1.2610267,-1.4329848,-3.3818443,7.2795634,0.8597909,-4.0123577,-2.464734,0.8024715,-1.6622624,-1.0317491,-3.496483,-2.7513309,-2.2927759,-2.3500953,-2.3500953,2.8659697,-0.17195818
29,Aston Rowant (N),SU725970,472500,197000,3400.0,England,10.0,47,1976,2023,UKBMS,51.66710914050089,-0.9531003847321102,-0.13626447,-2.929686,-1.4989092,5.9275045,-0.34066117,-3.9516697,-1.703306,-0.68132234,-1.0901158,0.20439671,-2.2483637,-1.8395704,-3.406612,-1.9758348,1.5670414,-0.34066117,0.20439671,3.2022152,-1.5670414,-2.9978185,2.3846283,2.7252893,-1.4989092,0.7494546,2.7934217,1.0219835,-4.6329923,0.34066117,1.0901158,1.6351737,2.043967,-1.3626447,1.0219835,0.6131901,-1.4989092,1.2945125,0.20439671,-1.0219835,-0.81758684,-2.9978185,2.1802316,-2.929686,3.9516697,2.6571572,-4.360463,1.0219835,2.7252893,1.5670414,1.1582481,0.06813224,0.88571906,0.47692567,-4.224199,2.589025,4.56486,-3.5428762,1.4989092,2.043967,2.3846283,0.06813224,1.703306,0.34066117,2.4527605,0.06813224,-2.589025,-2.861554,-0.06813224,0.7494546,1.0219835,3.6791408,0.68132234,-1.7714381,2.929686,0.95385134,-2.1120994,-1.430777,0.0,-1.2945125,1.703306,2.1120994,3.9516697,-2.1802316,-0.5450579,-2.3846283,6.1319013,-1.9758348,1.9758348,-5.9275045,0.27252895,2.9978185,0.40879342,2.1802316,-2.1120994,-2.043967,-1.9758348,-2.2483637,0.7494546,-2.929686,4.2923307,1.703306,1.430777,1.2263802,2.4527605,1.0219835,3.2022152,8.652794,-3.6791408,-3.1340828,1.9077027,2.1120994,0.95385134,1.4989092,0.13626447,-1.6351737,4.6329923,1.2263802,-3.5428762,-1.430777,1.4989092,-4.360463,-0.88571906,-0.68132234,-1.430777,-3.474744,-1.703306,0.0,2.7934217,-0.34066117
30,Aston Rowant (S),SU723964,472300,196400,2367.0,England,10.0,48,1976,2023,UKBMS,51.6617410404954,-0.9561156646299872,5.974938,1.5995897,-1.1761689,4.1401143,-0.8468416,1.1761689,-3.9048805,-2.5405247,0.7057013,0.047046755,-2.9639456,0.047046755,-1.7877767,-2.869852,-0.6116078,1.7407299,-1.7877767,2.3993845,-2.2582443,-3.7637403,2.869852,0.8468416,-2.1641507,-1.4584494,2.7287118,-0.7057013,-1.3173091,3.3403196,-1.4114026,1.8348234,-1.9289169,2.1641507,-1.6936831,3.7637403,0.47046754,1.3643559,4.046021,-0.7527481,-1.5525429,-2.5875714,0.8468416,-3.5755534,0.5175143,1.2702624,-0.3293273,-1.3643559,4.6576285,1.4114026,0.14114027,-2.8228052,1.7407299,0.14114027,-0.9409351,3.246226,1.5525429,1.1761689,0.7057013,1.5995897,3.5755534,0.3293273,3.5285065,-2.1641507,3.1521325,-1.0350286,1.3173091,-2.681665,-3.998974,0.18818702,0.8468416,2.8228052,1.8818702,0.09409351,0.37637404,0.23523377,0.6586546,0.7057013,-0.8468416,0.047046755,1.5054961,-0.8468416,1.1291221,-2.2582443,-0.047046755,-2.305291,2.3523378,-1.3643559,3.246226,-5.5985637,1.4114026,0.6586546,-2.3523378,3.1991794,0.98798186,-4.7517223,-0.5175143,0.28228053,1.9759637,-4.469442,4.469442,2.681665,-4.6576285,2.7287118,-0.5175143,0.47046754,-0.3293273,4.7517223,-3.6696467,-2.117104,3.0109923,-1.6936831,3.7166936,0.0,-1.2232156,-2.5405247,5.551517,0.37637404,-4.4223948,-2.3993845,1.8348234,-4.234208,-0.7527481,-4.563535,-2.0230105,-0.23523377,-1.6936831,-1.4114026,1.5995897,1.8818702
31,Waterperry Wood,SP608097,460800,209700,1760.0,England,10.0,43,1976,2022,UKBMS,51.78266839439443,-1.1200371739858297,4.751995,-0.057252955,-0.34351772,2.0611064,-0.5152766,-2.1183593,-5.324525,-2.51913,-0.68703544,0.45802364,0.22901182,0.28626478,-0.5152766,-3.8932009,-0.9733002,0.68703544,-1.0305532,5.7825484,0.057252955,-1.316818,4.751995,2.633636,-3.4924302,-1.5458298,3.4351773,0.11450591,-0.17175886,2.2328653,0.85879433,2.8626478,-3.1489124,-1.259565,-2.1756122,2.1756122,-0.57252955,1.0878061,4.2939715,-2.347371,-1.0878061,-2.9771535,0.68703544,-5.8398013,-0.28626478,0.45802364,-0.34351772,0.68703544,2.633636,-0.57252955,0.9160473,-2.0038533,-0.8015414,0.22901182,-0.34351772,1.8893476,2.9199007,-0.28626478,0.85879433,0.22901182,3.664189,-3.835948,2.1756122,-0.22901182,1.6030828,-1.7175887,-0.34351772,-0.22901182,-4.0077066,-1.202312,2.5763829,0.9733002,1.0878061,-1.3740709,2.2901182,0.4007707,0.7442884,-1.4313239,0.9733002,1.0305532,1.3740709,0.34351772,-1.8320946,-2.0611064,0.0,-2.2901182,2.633636,-0.85879433,3.721442,-4.694742,1.5458298,2.8626478,-2.633636,3.0344067,-0.4007707,-4.0077066,-0.28626478,2.1183593,1.202312,-2.404624,2.805395,0.6297825,-5.324525,1.7748415,-0.9733002,0.4007707,0.9160473,4.179466,2.0611064,-0.45802364,4.2367187,-2.0038533,0.9733002,-2.1183593,-2.461877,-2.1756122,7.2711253,-0.11450591,-3.778695,-1.0305532,0.85879433,-2.2328653,-2.0038533,-3.3206713,-0.17175886,-1.1450591,-2.9199007,-3.0344067,0.0,1.4313239
32,Wye & Crundale Down,TR077450,607700,145000,1950.0,England,12.0,43,1976,2023,UKBMS,51.16652131572042,0.9694331167081806,3.6958382,-0.4157818,-1.5707312,4.9431834,-1.2011474,-0.13859393,-5.3589654,-0.9701575,1.4783353,-1.0163555,-0.092395954,-2.3098989,-2.7718787,-3.3262544,-0.046197977,3.5572443,-1.5707312,4.019224,-1.1087514,-4.6197977,2.4484928,2.5408888,-2.4484928,0.18479191,1.2011474,-0.32338583,-1.1087514,3.0490665,1.8479191,0.046197977,-3.9268281,0.50817776,-1.3859394,3.1876605,1.5707312,0.50817776,3.6958382,-1.3397413,-2.078909,-1.7555231,0.9701575,-4.296412,-0.6005737,1.4783353,-0.13859393,-0.92395955,2.3560967,1.4321373,-0.32338583,-1.3397413,0.6005737,-0.18479191,1.2935433,3.5572443,3.0490665,1.6169292,1.1549494,0.46197978,4.250214,-1.7093252,2.5408888,-0.6929697,2.6332846,-2.125107,2.078909,0.18479191,-2.9566705,0.50817776,3.1876605,2.171305,1.4321373,-0.6929697,2.8180766,0.23098989,-0.87776154,-0.50817776,-0.64677167,-0.9701575,-1.2011474,-1.6169292,1.2011474,-2.6794827,3.2800565,-3.5110462,2.171305,-2.171305,5.8209453,-5.867143,2.078909,-0.92395955,-3.4186504,3.88063,-0.73916763,-1.986513,-1.6631272,1.0163555,1.0163555,-5.8209453,5.1279755,0.73916763,-5.8209453,2.5408888,-0.46197978,-0.46197978,1.1087514,5.682351,-1.4321373,-1.2935433,2.9104726,-1.3859394,3.2338583,-1.6631272,-2.171305,-4.8969855,5.867143,3.2338583,-1.894117,-3.0490665,1.6631272,-4.758392,0.50817776,-3.3724523,-0.5543757,1.2011474,-4.250214,-1.2473453,2.9566705,1.2011474
34,Potton Wood,TL252501,525200,250100,3960.0,England,9.0,45,1974,2023,UKBMS,52.135024091442624,-0.1721554278212518,3.5497637,1.0219017,-1.1294703,4.3565283,-1.6673133,1.5059603,-4.464097,-1.7748818,1.1832546,2.8505678,-2.2051563,-1.7210976,-2.4202936,-4.3565283,-1.4521761,1.7210976,2.4740777,3.603548,-0.537843,-3.3884108,2.6354306,2.0438035,-3.6573324,-0.1613529,2.4202936,0.4840587,-0.8067645,4.679234,-0.4302744,-1.2370389,-3.764901,1.3983918,-1.2370389,3.7111168,0.8605488,0.9681174,4.464097,-1.7748818,-2.0438035,-1.7210976,1.2908232,-4.6254497,-1.4521761,-2.5816464,-0.537843,-1.3983918,1.613529,-0.1613529,-1.2908232,-3.764901,-0.537843,-0.4302744,0.9143331,2.6354306,5.055724,0.9681174,2.3665092,0.2689215,4.4103127,-1.2370389,3.1194894,0.3227058,-1.2908232,-0.8605488,1.9900191,2.0975876,-3.9262538,0.6454116,1.4521761,2.7967837,-0.1613529,-1.5597447,2.9581366,0.4302744,-2.689215,-1.1294703,0.9143331,-0.6454116,0.6454116,-0.5916273,0.9681174,0.0,6.1851945,-3.9262538,1.8286662,-1.2908232,5.270861,-5.8624887,1.5059603,-0.2151372,-4.5178814,2.2051563,1.4521761,-3.6573324,-0.1075686,0.6454116,0.6454116,-3.764901,4.679234,-1.3446075,-4.6254497,0.2151372,1.3983918,1.613529,1.1294703,6.4003315,-1.9362348,-0.6454116,3.9262538,1.5597447,3.2808423,-2.8505678,-1.1294703,-3.0119207,6.830606,3.8186853,-2.689215,-2.6354306,1.0219017,-4.464097,-0.3764901,-5.163293,0.1075686,-2.3665092,-4.195175,-3.764901,2.3127248,0.3227058
36,Bure Marshes,TG336164,633600,316400,1671.0,England,12.0,48,1976,2023,UKBMS,52.69485542324484,1.4555291191950712,4.002809,0.11118914,-1.556648,3.5580525,-0.11118914,-1.556648,-3.4468634,-3.4468634,-0.11118914,2.1125937,-1.6122426,-0.50035113,-2.0014045,-3.3356743,-3.9472146,0.8339186,2.446161,6.004214,0.5559457,-1.6122426,2.2793775,2.835323,-2.9465122,-2.3905666,3.113296,-1.6122426,-0.389162,3.3912687,1.2786751,0.88951313,-1.167486,1.6678371,-0.5559457,1.8902154,1.2230805,2.5017557,3.6136472,-1.5010535,-1.0007023,-1.7790263,1.3342698,-4.5031605,0.05559457,-1.5010535,-1.2230805,-2.0014045,2.724134,2.6129448,0.11118914,-1.4454589,1.8902154,-0.72272944,-1.3342698,2.446161,6.1154027,0.05559457,1.167486,0.778324,3.89162,-1.3898643,2.7797287,1.0562968,-2.2237828,-0.33356744,0.389162,1.8902154,-3.9472146,1.8902154,4.6143494,0.5559457,-0.61154026,-3.113296,1.2230805,-0.33356744,-0.44475657,-2.835323,2.1125937,0.22237828,0.9451077,-0.8339186,0.05559457,-1.0007023,1.6122426,-2.835323,1.167486,0.22237828,5.6150517,-5.2258897,2.2237828,0.6671349,-5.0035114,2.835323,0.88951313,-4.669944,-0.16678372,1.7790263,-0.6671349,-4.391971,3.6136472,-0.778324,-3.2800796,1.556648,0.44475657,0.11118914,0.778324,5.2258897,-2.2237828,-0.16678372,3.7804308,1.2786751,0.389162,-3.3912687,-0.61154026,-2.6685395,7.0605106,0.778324,-4.2807817,-1.167486,2.6129448,-4.7255387,-1.7790263,-2.446161,-1.94581,-3.0577013,-1.1118914,-2.6685395,1.7790263,1.5010535
37,Upper Teesdale,NY882283,388200,528300,1411.0,England,7.0,44,1976,2023,UKBMS,54.64966256279286,-2.1843878404731583,2.149138,1.2357543,-0.9133836,3.4386206,-0.64474136,-0.48355603,-3.4386206,-2.6326938,-0.5910129,-1.4506681,-0.32237068,2.3640516,0.85965514,-1.3969396,1.4506681,3.4386206,0.21491379,4.352004,-2.8476076,-1.8804957,1.8804957,-2.149138,-0.32237068,0.32237068,2.9013362,-1.4506681,-1.8267672,2.7938793,0.8059267,1.0208405,-0.7521982,0.85965514,-0.9133836,2.6864223,1.3432112,1.4506681,0.9133836,-2.8476076,-1.6655818,-2.7401507,1.4506681,-6.3936853,0.42982757,-0.053728446,-5.050474,-0.32237068,6.8235126,-0.3760991,0.7521982,-0.3760991,-3.5998058,0.48355603,-1.5043964,2.7938793,4.4057326,1.4506681,0.32237068,3.1699784,3.3848922,0.16118534,5.4265733,-2.5789654,2.7938793,-2.4177802,1.4506681,-2.7938793,-2.3103232,2.5789654,4.190819,2.149138,2.0954094,-0.5910129,1.7193103,1.074569,0.6984698,0.85965514,-1.8267672,0.10745689,3.5998058,-0.7521982,0.21491379,-2.149138,0.8059267,-0.96711206,1.4506681,0.5372845,2.041681,-3.8147197,2.041681,-0.16118534,0.3760991,5.695215,-2.0954094,-2.3103232,0.5910129,3.9221766,2.041681,-3.0087929,4.674375,1.8804957,-5.695215,4.7818317,1.5581249,-1.8267672,0.9133836,4.13709,0.053728446,-3.8147197,2.9550645,-2.5789654,2.7938793,1.6655818,2.8476076,-0.96711206,-0.3760991,-2.2028663,-3.0625215,-0.7521982,0.6984698,-3.8684483,-1.2357543,-3.9221766,-1.7193103,0.5372845,0.48355603,0.9133836,2.3103232,1.1282973
39,Saltfleetby,TF472915,547200,391500,2929.0,England,12.0,45,1977,2023,UKBMS,53.399804647844945,0.2125348936861243,2.8426354,-3.8103411,-2.0563745,1.7539666,-2.9635985,-2.1773376,-3.4474514,-3.7498596,-0.48385283,3.6288962,-1.0886688,0.48385283,-0.6652976,-3.6893778,0.84674245,2.7821538,1.9354113,4.596602,-1.6934849,-0.78626084,1.6330034,1.9958929,0.78626084,-1.209632,2.5402274,0.24192642,-2.419264,2.419264,1.5725217,-3.8708227,-3.6288962,-1.3305953,-1.2701137,0.12096321,0.24192642,0.5443344,2.3587825,-1.209632,-1.7539666,-2.5402274,2.7821538,-7.076348,2.600709,1.8749298,-0.604816,-0.42337123,6.5320134,-0.12096321,2.6611905,-4.596602,-0.18144481,-0.90722406,-1.9958929,2.600709,7.681164,0.24192642,-0.5443344,-0.48385283,4.6570835,-0.42337123,4.1732306,-3.6288962,4.0522676,-2.0563745,-1.6934849,0.5443344,-2.600709,1.1491505,5.4433446,2.4797459,3.0845618,-1.7539666,1.3910769,-0.604816,-1.7539666,-1.6934849,2.5402274,-0.90722406,4.9594917,-0.72577924,3.1450434,2.3587825,-0.72577924,-3.5684147,3.8708227,-0.96770567,1.0281873,-2.6611905,2.2378194,-0.5443344,-3.0845618,3.4474514,0.90722406,1.0281873,0.12096321,5.3828626,1.209632,0.36288962,4.475639,1.5120401,-3.3264883,1.9958929,-0.060481604,2.1773376,-0.302408,-4.717565,-1.3910769,-3.6893778,-1.209632,1.0886688,0.5443344,0.78626084,1.5725217,-0.72577924,1.209632,-0.90722406,-3.2660067,-0.302408,0.48385283,-3.0845618,-0.6652976,-0.48385283,0.0,-2.8426354,-4.112749,-0.84674245,-0.24192642,1.0281873
