name|grid|country|nyrs|first|last|type|lat|lon|x|y|p_ukbms
Runnymede Riverside|SU999727|England|2|2022|2023|UKBMS|51.4445|-0.5639|6.821|3.739|0.4725
Thundry Meadows Nature Reserve, Elstead|SU895440|England|2|2022|2023|UKBMS|51.1882|-0.7207|0.359|-0.712|0.7648
Unstead Wetland Nature Reserve, Godalming|SU995456|England|2|2022|2023|UKBMS|51.2010|-0.5772|2.517|0.918|0.8058
Wingate Hill (2020 route)|TQ265523|England|2|2022|2023|UKBMS|51.2558|-0.1886|1.346|0.231|0.9051
Bushy Bank|SU583915|England|8|2015|2023|UKBMS|51.6193|-1.1593|9.052|0.860|0.0839
Yoesden 2016 route|SU788981|England|8|2016|2023|UKBMS|51.6762|-0.8618|6.712|3.873|0.7669
Fobney Island|SU702710|England|7|2017|2023|UKBMS|51.4337|-0.9915|2.466|1.115|0.8581
Cock Marsh|SU882867|England|6|2017|2023|UKBMS|51.5723|-0.7287|-0.327|-1.880|0.7884
Incombe Hole|SP959157|England|5|2018|2023|UKBMS|51.8317|-0.6097|1.879|2.012|0.9755
Lids Down|SU547849|England|6|2018|2023|UKBMS|51.5603|-1.2123|3.796|2.883|0.8971
Thrupp Lake|SU519975|England|6|2018|2023|UKBMS|51.6739|-1.2509|-2.138|4.619|0.7778
Buckingham Railway Walk|SP692334|England|6|2018|2023|UKBMS|51.9947|-0.9935|-0.089|4.605|0.5314
Stoke Common|SU986853|England|6|2018|2023|UKBMS|51.5580|-0.5791|-0.694|3.084|0.8212
Abbey Fishponds LNR|SU512979|England|6|2018|2023|UKBMS|51.6775|-1.2609|0.398|5.139|0.7618
West Wycombe Hill|SU827950|England|4|2019|2023|UKBMS|51.6477|-0.8061|0.669|1.395|0.4672
Sallow Copse|SP971135|England|4|2019|2023|UKBMS|51.8117|-0.5929|1.858|-1.896|0.9513
Bradfield, Mirams Copse|SU579728|England|4|2020|2023|UKBMS|51.4512|-1.1682|-1.030|-2.638|0.7816
Warwick Spinney|SU610920|England|4|2020|2023|UKBMS|51.6235|-1.1202|3.733|2.117|0.7308
Holly Copse|SU596701|England|4|2020|2023|UKBMS|51.4268|-1.1441|2.673|2.903|0.8691
Owlpit Copse, Bradfield|SU587732|England|3|2021|2023|UKBMS|51.4547|-1.1566|1.971|1.423|0.8727
Oxfordshire Golf Club|SP683043|England|3|2021|2023|UKBMS|51.7333|-1.0124|6.277|3.781|0.7577
Kings Barn Rogues|SU815867|England|2|2022|2023|UKBMS|51.5733|-0.8254|4.143|3.754|0.9819
Aston Upthorpe Downs extension|SU545835|England|2|2022|2023|UKBMS|51.5478|-1.2154|3.207|3.190|0.9297
Floodplain Forest|SP806420|England|2|2022|2023|UKBMS|52.0705|-0.8255|2.057|-0.496|0.9355
Linford Lakes Nature Reserve|SP838430|England|2|2022|2023|UKBMS|52.0790|-0.7786|-2.763|5.286|0.1839
Whiteleaf Cross Nature Reserve|SP821040|England|2|2022|2023|UKBMS|51.7287|-0.8127|0.653|0.460|0.9112
Howe Park Wood (new)|SP833343|England|2|2022|2023|UKBMS|52.0009|-0.7880|0.077|-2.773|0.8933
Elfield Nature Park|SP853364|England|2|2022|2023|UKBMS|52.0195|-0.7584|-0.227|4.393|0.7981
Stonepit Field|SP844421|England|2|2022|2023|UKBMS|52.0708|-0.7701|3.143|0.590|0.9682
Magna Park|SP918389|England|2|2022|2023|UKBMS|52.0409|-0.6630|-2.442|4.798|0.8337
Tattenhoe Valley|SP827330|England|2|2022|2023|UKBMS|51.9893|-0.7971|3.064|0.136|0.4493
Wollaton LNR|SK529402|England|9|2015|2023|UKBMS|52.9566|-1.2140|1.366|-2.966|0.8811
Ollerton Pit Wood|SK670673|England|7|2015|2023|UKBMS|53.1986|-0.9985|1.833|-2.366|0.9710
Bardon Hill Quarry 2|SK460131|England|9|2015|2023|UKBMS|52.7136|-1.3205|-0.717|0.850|0.9572
Donisthorpe Woodland Park|SK315140|England|9|2015|2023|UKBMS|52.7227|-1.5351|0.093|5.092|0.4753
Great Glen|SP655975|England|9|2015|2023|UKBMS|52.5714|-1.0350|0.200|5.528|0.7381
Croft Hill Nature Trail|SP513970|England|8|2016|2023|UKBMS|52.5684|-1.2446|1.240|5.287|0.5402
Sarah's Wood|SK313157|England|8|2016|2023|UKBMS|52.7380|-1.5379|0.516|-3.429|0.9000
Elton Guide Campsite|SK765401|England|8|2016|2023|UKBMS|52.9528|-0.8628|0.984|2.230|0.7748
Skylarks NR|SK623386|England|6|2016|2023|UKBMS|52.9412|-1.0744|-2.360|4.578|0.8285
Toyota UK Burnaston Pond|SK288302|England|8|2016|2023|UKBMS|52.8685|-1.5736|0.707|-0.920|0.9388
Toyota UK Burnaston Meadow|SK289312|England|8|2016|2023|UKBMS|52.8775|-1.5720|5.930|3.358|0.5052
Toyota UK Burnaston Grid 1 to Buildings|SK288307|England|8|2016|2023|UKBMS|52.8730|-1.5736|0.400|5.967|0.7515
Toyota UK Burnaston Grid 2 to Buildings|SK294307|England|8|2016|2023|UKBMS|52.8730|-1.5647|0.776|5.826|0.2288
Coton Park LNR|SK270180|England|8|2016|2023|UKBMS|52.7589|-1.6014|4.902|1.850|0.9501
Lightwood, Buxton|SK054751|England|8|2016|2023|UKBMS|53.2729|-1.9205|0.467|0.151|0.8751
Hilton Gravel Pits NR|SK247314|England|8|2016|2023|UKBMS|52.8795|-1.6344|-0.618|-1.318|0.9952
Gnathole Farm, Glossop|SK035926|England|8|2016|2023|UKBMS|53.4302|-1.9488|-0.252|4.274|0.8265
Hardwick Park - Section 11|SK456639|England|8|2016|2023|UKBMS|53.1703|-1.3193|1.087|1.134|0.8610
Carr Vale 2|SK462695|England|8|2016|2023|UKBMS|53.2206|-1.3095|-1.915|-1.281|0.9535
Lawrence Field and Padley|SK256801|England|7|2016|2023|UKBMS|53.3172|-1.6172|0.960|2.482|0.8042
Cotgrave Woods|SK646323|England|7|2017|2023|UKBMS|52.8843|-1.0414|0.412|-1.602|0.9243
Sandy Banks LNR Bestwood|SK567451|England|7|2017|2023|UKBMS|53.0002|-1.1566|1.435|5.084|0.3711
University Park Campus Nottingham|SK539380|England|5|2017|2023|UKBMS|52.9367|-1.1995|0.539|-0.085|0.9521
Brook Park Shirebrook|SK536667|England|6|2017|2023|UKBMS|53.1947|-1.1992|-2.830|1.157|0.7184
Broomfield College|SK385401|England|7|2017|2023|UKBMS|52.9569|-1.4284|1.534|4.448|0.9014
Denby Footpaths 2|SK393465|England|7|2017|2023|UKBMS|53.0144|-1.4157|5.644|4.626|0.5066
Markham Vale North Seymour|SK450738|England|7|2017|2023|UKBMS|53.2593|-1.3269|0.314|5.735|0.2196
Bottom Moor Wood Matlock Moor|SK322626|England|7|2017|2023|UKBMS|53.1596|-1.5199|-1.757|0.637|0.9439
Clowne Linear Park and Railway Line|SK498754|England|7|2017|2023|UKBMS|53.2733|-1.2547|-0.055|-1.070|0.9099
Holmebrook Valley Park|SK355730|England|7|2017|2023|UKBMS|53.2528|-1.4694|4.937|2.455|0.4655
Poolsbrook Country Park North|SK440741|England|7|2017|2023|UKBMS|53.2621|-1.3418|-0.550|-2.641|0.9853
Poolsbrook Country Park South|SK435733|England|7|2017|2023|UKBMS|53.2549|-1.3494|1.197|0.051|0.9752
Clover Close Meadows Elvaston|SK407323|England|7|2017|2023|UKBMS|52.8866|-1.3966|2.540|0.409|0.5308
Manor Farm LNR Long Eaton|SK499341|England|7|2017|2023|UKBMS|52.9020|-1.2596|0.325|5.456|0.5712
Willesley Wood|SK333142|England|6|2017|2023|UKBMS|52.7244|-1.5084|-0.475|1.479|0.9733
Freckland Wood|SK524527|England|6|2018|2023|UKBMS|53.0690|-1.2194|1.042|3.310|0.9105
Newstead & Annesley CP 2|SK521530|England|6|2018|2023|UKBMS|53.0717|-1.2238|1.031|5.690|0.7631
School Lane, Colston Bassett|SK693327|England|6|2018|2023|UKBMS|52.8873|-0.9715|7.786|1.191|0.3297
Bevercotes Pit Wood|SK696734|England|6|2018|2023|UKBMS|53.2531|-0.9583|-2.303|0.886|0.7818
Dene Quarry & Gang Mine NR|SK280550|England|6|2018|2023|UKBMS|53.0915|-1.5834|0.672|3.294|0.6429
Markham South Pit - Linear Route|SK450715|England|6|2018|2023|UKBMS|53.2386|-1.3272|2.122|4.579|0.9210
Markham South Pit - Perimeter Route|SK450710|England|6|2018|2023|UKBMS|53.2341|-1.3273|10.323|2.628|0.4221
Bamford 2|SK200820|England|6|2018|2023|UKBMS|53.3345|-1.7011|4.028|4.674|0.5321
Derby Canal Little Eaton|SK363406|England|6|2018|2023|UKBMS|52.9615|-1.4610|2.501|-1.364|0.9609
The Forge Ironville|SK441512|England|6|2018|2023|UKBMS|53.0562|-1.3435|1.109|-1.821|0.9803
Brown's Hay, Sandhills|SK506109|England|6|2018|2023|UKBMS|52.6934|-1.2528|3.906|2.623|0.9808
Charnwood Lodge|SK468157|England|6|2018|2023|UKBMS|52.7369|-1.3083|-1.968|-1.132|0.9623
Cover Cloud, Sandhills|SK497103|England|6|2018|2023|UKBMS|52.6881|-1.2662|-1.119|-3.305|0.9713
Fosse Meadows (2018)|SP489910|England|6|2018|2023|UKBMS|52.5147|-1.2808|5.854|4.298|0.6079
Quarry Lane Nature Reserve|SK534601|England|4|2019|2022|UKBMS|53.1354|-1.2033|0.018|3.474|0.8745
Ashbourne Town|SK175465|England|5|2019|2023|UKBMS|53.0155|-1.7406|0.472|3.859|0.7010
Norbriggs Flash|SK444754|England|5|2019|2023|UKBMS|53.2737|-1.3357|5.395|4.415|0.8069
Cunningdale|SK076732|England|5|2019|2023|UKBMS|53.2558|-1.8875|2.903|3.363|0.9084
Eastern Moors - Curbar|SK255755|England|4|2019|2023|UKBMS|53.2759|-1.6191|-0.802|-0.698|0.9037
Charnwood Lodge Timberwood Hill|SK471148|England|5|2019|2023|UKBMS|52.7288|-1.3040|4.384|3.129|0.9202
QEII Diamond Jubilee Wood|SK385123|England|5|2019|2023|UKBMS|52.7070|-1.4316|1.995|0.736|0.9752
Mapleton|SK165482|England|4|2019|2022|UKBMS|53.0308|-1.7554|3.666|1.909|0.5522
Stoney Wood Wirksworth|SK284543|England|5|2019|2023|UKBMS|53.0852|-1.5774|1.805|1.139|0.6186
Tansley Dale|SK171747|England|5|2019|2023|UKBMS|53.2690|-1.7451|3.339|2.230|0.9046
BASF Factory Alfreton|SK415545|England|4|2019|2023|UKBMS|53.0861|-1.3818|0.476|-2.660|0.9577
Wilwell Farm Cutting|SK567350|England|4|2020|2023|UKBMS|52.9094|-1.1583|0.322|-1.054|0.9909
Radcliffe On Trent (clifftop riverside and field margin)|SK651406|England|4|2020|2023|UKBMS|52.9588|-1.0323|-1.743|-0.691|0.9705
The Hook, Lady Bay|SK592385|England|4|2020|2023|UKBMS|52.9406|-1.1205|3.287|0.512|0.6819
Hucknall Ranges|SK532505|England|4|2020|2023|UKBMS|53.0491|-1.2078|2.470|-0.010|0.8575
Lubrizol Estate Hazelwood|SK320455|England|4|2020|2023|UKBMS|53.0059|-1.5246|2.108|4.514|0.6062
Studland Common|SZ276922|England|8|2016|2023|UKBMS|50.7288|-1.6103|6.417|3.960|0.8255
Frohawk|SU318048|England|8|2016|2023|UKBMS|50.8419|-1.5497|-0.448|0.488|0.8974
Janesmoor|SU252135|England|8|2016|2023|UKBMS|50.9204|-1.6429|2.847|-1.373|0.9120
RSPB Hazeley Heath East|SU745590|England|7|2016|2023|UKBMS|51.3252|-0.9322|-0.707|0.357|0.8735
RSPB Hazeley Heath West|SU750581|England|7|2016|2023|UKBMS|51.3171|-0.9252|-1.691|-1.826|0.8647
Acres Down|SU268093|England|8|2016|2023|UKBMS|50.8826|-1.6204|0.212|2.657|0.7988
Selborne Common|SU736331|England|7|2017|2023|UKBMS|51.0925|-0.9504|0.243|-2.602|0.8749
Briddlesford Woods Nature Reserve 1|SZ549905|England|7|2017|2023|UKBMS|50.7115|-1.2238|0.416|-3.595|0.8007
Blashford Lakes South|SU150077|England|7|2017|2023|UKBMS|50.8686|-1.7882|-2.863|5.490|0.1323
Kemphill Moor Copse|SZ569896|England|7|2017|2023|UKBMS|50.7033|-1.1956|0.915|-2.607|0.8844
Blashford Lakes North|SU155084|England|7|2017|2023|UKBMS|50.8749|-1.7811|2.987|-0.804|0.8411
Morn Hill (Mound & Percy Hobbs Meadows)|SU518292|England|7|2017|2023|UKBMS|51.0598|-1.2622|1.249|0.680|0.8883
Gilbert White's House Garden and Meadow|SU740334|England|7|2017|2023|UKBMS|51.0951|-0.9446|3.729|2.939|0.8864
Blackwater New Forest|SU264047|England|7|2017|2023|UKBMS|50.8412|-1.6264|-2.036|-0.024|0.2979
Harewood Common|SU393452|England|7|2017|2023|UKBMS|51.2047|-1.4388|6.216|4.167|0.6638
Vales Moor|SU189040|England|7|2017|2023|UKBMS|50.8352|-1.7330|1.636|2.315|0.5770
Abbotswood|SU363225|England|7|2017|2023|UKBMS|51.0008|-1.4841|-1.123|-0.997|0.9433
Westend Copse|SU458145|England|6|2017|2023|UKBMS|50.9281|-1.3497|0.249|-2.859|0.8864
Basing Wood|SU645555|England|6|2018|2023|UKBMS|51.2950|-1.0763|0.178|-0.653|0.9666
Roe North|SU197094|England|6|2018|2023|UKBMS|50.8838|-1.7213|-1.182|0.081|0.8486
Roe South|SU202086|England|6|2018|2023|UKBMS|50.8765|-1.7143|0.726|-3.342|0.8980
Great Linford|SU182077|England|6|2018|2023|UKBMS|50.8685|-1.7427|3.306|-1.253|0.6871
Romsey Allotment Holders Association Allotments|SU360210|England|6|2018|2023|UKBMS|50.9873|-1.4885|-0.071|4.429|0.7590
Staunton Country Park (woods)|SU721092|England|5|2018|2022|UKBMS|50.8778|-0.9766|3.482|1.345|0.7235
Staunton Country Park (meadow & lake)|SU717090|England|5|2018|2022|UKBMS|50.8761|-0.9823|3.964|1.632|0.8017
Little Linford|SU185072|England|6|2018|2023|UKBMS|50.8640|-1.7385|0.394|-3.774|0.8678
Yew Hill (Hill Top)|SU453264|England|5|2018|2022|UKBMS|51.0352|-1.3553|4.485|4.017|0.7970
Hightown Common|SU179054|England|6|2018|2023|UKBMS|50.8478|-1.7471|-0.309|0.498|0.9679
Furzey Gardens|SU273113|England|4|2019|2023|UKBMS|50.9005|-1.6132|2.077|-0.994|0.9060
Ballard Water Meadow|SZ240955|England|5|2019|2023|UKBMS|50.7586|-1.6611|1.734|4.643|0.6039
West Wood (Burrow Copse)|SU423296|England|5|2019|2023|UKBMS|51.0642|-1.3977|0.181|-2.464|0.8990
Ox Drove Meadow|SU396469|England|5|2019|2023|UKBMS|51.2199|-1.4344|1.971|1.188|0.9645
Black Down|SU352069|England|5|2019|2023|UKBMS|50.8605|-1.5012|-0.945|3.074|0.9677
Broomy Plain|SU222114|England|5|2019|2023|UKBMS|50.9017|-1.6857|-0.843|3.112|0.9816
Claypits Bottom|SU227162|England|5|2019|2023|UKBMS|50.9448|-1.6783|-0.510|0.619|0.7353
Dur Hill|SU192013|England|5|2019|2023|UKBMS|50.8109|-1.7289|0.134|3.785|0.8947
Micheldever Wood|SU531369|England|5|2019|2023|UKBMS|51.1289|-1.2426|-0.786|-1.042|0.9112
Brockishill|SU300118|England|4|2020|2023|UKBMS|50.9049|-1.5747|-0.964|-1.810|0.9485
Martin Down Kitts Grave Extension|SU032206|England|4|2020|2023|UKBMS|50.9848|-1.9558|-0.438|-1.286|0.9118
Yateley Common South Central|SU826589|England|4|2020|2023|UKBMS|51.3232|-0.8160|-0.810|3.213|0.9160
Yateley Common East|SU835595|England|4|2020|2023|UKBMS|51.3285|-0.8029|-0.112|1.239|0.9482
Yateley Common West|SU814589|England|4|2020|2023|UKBMS|51.3234|-0.8332|-0.531|-0.048|0.9547
Bouldnor Forest 2|SZ379901|England|4|2020|2023|UKBMS|50.7093|-1.4646|-0.560|-0.719|0.5942
Hyden Hill|SU688196|England|3|2021|2023|UKBMS|50.9717|-1.0215|9.998|1.225|0.1780
Shawford Down|SU470249|England|3|2021|2023|UKBMS|51.0216|-1.3313|3.113|3.545|0.9510
Deacon Hill|SU494276|England|3|2021|2023|UKBMS|51.0456|-1.2967|2.760|2.291|0.9294
Whitchurch (Mill-trail)|SU472478|England|3|2021|2023|UKBMS|51.2274|-1.3254|2.504|-0.711|0.8227
Shepherd's Chine|SZ445799|England|3|2021|2023|UKBMS|50.6171|-1.3724|-2.573|5.643|0.1355
Grange Chine|SZ420817|England|3|2021|2023|UKBMS|50.6335|-1.4075|-2.498|5.616|0.6938
Hillier Gardens 2|SU379238|England|2|2022|2023|UKBMS|51.0123|-1.4611|4.728|3.333|0.7128
Keeping Marsh 22|SU398011|England|2|2022|2023|UKBMS|50.8081|-1.4365|2.703|-1.781|0.7486
Poulner Lakes|SU156068|England|2|2022|2023|UKBMS|50.8605|-1.7797|2.004|-0.896|0.9746
Brading Down LNR 2|SZ600867|England|2|2022|2023|UKBMS|50.6769|-1.1522|3.043|0.844|0.7535
Hillier Gardens 1|SU374239|England|2|2022|2023|UKBMS|51.0133|-1.4682|-1.435|0.314|0.6995
Twyford Waterworks|SU492248|England|2|2022|2023|UKBMS|51.0205|-1.2999|3.640|3.619|0.8659
RSPB Hazeley Bottom|SU746585|England|2|2022|2023|UKBMS|51.3207|-0.9309|5.849|2.444|0.5968
Bere Copse|SU604148|England|2|2022|2023|UKBMS|50.9295|-1.1419|-0.721|-2.543|0.9012
Bury Hill|SU345432|England|2|2022|2023|UKBMS|51.1870|-1.5077|3.752|2.486|0.7711
Skirrid|SO327167|Wales|6|2017|2023|UKBMS|51.8448|-2.9783|-0.533|-3.349|0.9314
Fenns, Whixall NNR transect C|SJ482371|Wales|6|2018|2023|UKBMS|52.9288|-2.7720|-0.694|1.936|0.7867
Bryn Euryn, Rhos-on-Sea|SH829800|Wales|6|2018|2023|UKBMS|53.3040|-3.7587|-0.466|-2.820|0.9574
Merthyr Mawr NNR 2|SS860770|Wales|6|2018|2023|UKBMS|51.4804|-3.6430|1.323|1.434|0.9781
New Range Transect (South Stack)|SH214799|Wales|4|2018|2023|UKBMS|53.2859|-4.6807|-0.851|3.160|0.9840
Rhyd-y-Fen, Migneint|SH832397|Wales|5|2018|2023|UKBMS|52.9419|-3.7396|-1.129|2.145|0.8199
Skrinkle - Manorbier|SS080975|Wales|4|2020|2023|UKBMS|51.6434|-4.7763|2.408|2.182|0.8751
Freshwater East|SS016979|Wales|4|2020|2023|UKBMS|51.6448|-4.8689|1.288|1.162|0.9710
Cwm Ivy Tor (2021 route)|SS436941|Wales|3|2021|2023|UKBMS|51.6239|-4.2608|1.742|1.793|0.8712
Bishopston Valley|SS568877|Wales|3|2021|2023|UKBMS|51.5699|-4.0676|-0.059|-1.548|0.9152
Pwll Du - Brandy Cove|SS581872|Wales|3|2021|2023|UKBMS|51.5658|-4.0487|-2.136|5.475|0.9828
Coed Bell|SJ088830|Wales|3|2021|2023|UKBMS|53.3360|-3.3711|2.080|-1.368|0.6416
Tir Cethyn Farm|SS556952|Wales|3|2021|2023|UKBMS|51.6370|-4.0880|4.438|2.136|0.8423
Lavernock National Nature Reserve|ST180679|Wales|3|2021|2023|UKBMS|51.4042|-3.1802|1.016|0.042|0.9230
Lydstep Point|SS088975|Wales|2|2022|2023|UKBMS|51.6437|-4.7648|1.590|5.313|0.8689
Centre for Alternative Technology Wales|SH755044|Wales|1|2022|2022|UKBMS|52.6230|-3.8406|-1.632|-0.549|0.6523
Giltar Point|SS120985|Wales|2|2022|2023|UKBMS|51.6538|-4.7191|2.801|2.103|0.8100
Llandough Allotments, Corbett Road|ST166725|Wales|2|2022|2023|UKBMS|51.4453|-3.2014|1.422|-1.917|0.9685
RSPB Old Hall Marshes, Essex|TL960123|England|6|2017|2023|UKBMS|51.7750|0.8396|3.667|0.806|0.5842
Coton Countryside Reserve North (CPPF)|TL413583|England|7|2017|2023|UKBMS|52.2048|0.0663|6.495|1.615|0.7514
Hyde Hall|TQ782997|England|4|2018|2023|UKBMS|51.6678|0.5755|5.172|1.999|0.7929
Pound Wood EWT|TQ820888|England|6|2018|2023|UKBMS|51.5687|0.6247|0.061|-2.376|0.9419
Ferry Medows B 2019|TL142972|England|5|2019|2023|UKBMS|52.5607|-0.3168|3.339|-1.130|0.8812
EWT Hanningfield Reserve|TQ726972|England|5|2019|2023|UKBMS|51.6471|0.4933|0.429|-3.699|0.7833
Ferry Medows A 2019|TL148975|England|5|2019|2023|UKBMS|52.5632|-0.3078|7.303|3.617|0.6477
Ferry Meadows E|TL152977|England|4|2020|2023|UKBMS|52.5649|-0.3019|-0.530|-2.433|0.9395
Spaldwick Village|TL127723|England|4|2020|2023|UKBMS|52.3372|-0.3473|6.769|3.114|0.6872
Little Baddow Heath|TL788063|England|4|2020|2023|UKBMS|51.7269|0.5875|-1.376|-1.764|0.9003
Ferry Meadows C|TL149974|England|4|2020|2023|UKBMS|52.5623|-0.3064|-0.654|-0.398|0.6462
Ferry Meadows D|TL139981|England|4|2020|2023|UKBMS|52.5688|-0.3209|2.857|2.074|0.7047
Cambridge University Botanic Garden|TL454571|England|3|2021|2023|UKBMS|52.1930|0.1258|3.015|2.622|0.4727
Warley Place NR|TQ583908|England|3|2021|2023|UKBMS|51.5938|0.2839|3.427|2.192|0.5672
RSPB Wallasea Island Marsh Flats Trail|TQ9594|England|3|2021|2023|UKBMS|51.6111|0.8149|4.030|2.972|0.9722
Great Holland Pits EWT|TM203190|England|3|2021|2023|UKBMS|51.8262|1.1955|3.234|1.495|0.2633
Chafford Gorges Nature park Wouldham Cliffs|TQ601793|England|3|2021|2023|UKBMS|51.4900|0.3047|0.667|5.531|0.8316
Fingringhoe Wick 2|TM050193|England|3|2021|2023|UKBMS|51.8347|0.9740|0.963|4.291|0.7416
Trumpington Meadows nature reserve (south)|TL434536|England|2|2022|2023|UKBMS|52.1621|0.0951|7.646|4.824|0.6746
Hainault Forest|TQ476926|England|1|2022|2022|UKBMS|51.6129|0.1303|2.196|4.939|0.4394
Swadywell Pit|TF118034|England|2|2022|2023|UKBMS|52.6169|-0.3501|3.369|2.863|0.9254
Etton Maxey|TF138077|England|1|2022|2022|UKBMS|52.6551|-0.3191|-0.751|1.681|0.9419
Garden on Meadgate Avenue|TL718058|England|1|2022|2022|UKBMS|51.7246|0.4860|0.502|4.802|0.2517
Abbess Roding|TL571112|England|1|2022|2022|UKBMS|51.7774|0.2758|3.079|0.082|0.6237
Meadgate Park & Meadow|TL726058|England|1|2022|2022|UKBMS|51.7244|0.4976|1.629|4.998|0.3427
Park Wood, Chrishall|TL451390|England|1|2022|2022|UKBMS|52.0304|0.1137|3.076|0.333|0.4820
Baddow Meads - River Chelmer|TL723062|England|1|2022|2022|UKBMS|51.7280|0.4934|7.482|4.427|0.5225
Magog Downs|TL490530|England|2|2022|2023|UKBMS|52.1552|0.1766|4.424|3.454|0.9262
Cely Woods|TQ560833|England|1|2022|2022|UKBMS|51.5271|0.2474|3.338|0.436|0.7428
Lee Valley - Norman's Pond|TL378033|England|1|2022|2022|UKBMS|51.7115|-0.0069|3.184|1.853|0.8880
West Wood|TL622332|England|2|2022|2023|UKBMS|51.9736|0.3600|-0.385|-2.407|0.9508
Cheriton Hill, East|TR203381|England|5|2018|2022|UKBMS|51.0999|1.1452|4.591|3.878|0.9533
Old Park Hill Nature Reserve|TR296436|England|5|2018|2023|UKBMS|51.1456|1.2813|1.408|-1.294|0.8385
Bockhill Farm and Kingsdown Leas|TR377474|England|4|2018|2022|UKBMS|51.1764|1.3994|0.530|1.933|0.6234
Darland Banks C|TQ786658|England|6|2018|2023|UKBMS|51.3632|0.5641|2.932|0.534|0.8067
One Tree Hill (Greenwich Park)|TQ390775|England|5|2019|2023|UKBMS|51.4794|0.0003|1.575|2.175|0.8959
Broadham Woods, Scotney Castle|TQ690357|England|5|2019|2023|UKBMS|51.0957|0.4121|5.879|2.390|0.6688
South Foreland Valley and Lighthouse Down|TR363438|England|5|2019|2023|UKBMS|51.1447|1.3770|2.013|1.652|0.9826
Parkland 2019, Scotney Castle|TQ686352|England|5|2019|2023|UKBMS|51.0913|0.4062|3.334|0.608|0.4697
Shorne Woods Country Park|TQ683699|England|4|2019|2023|UKBMS|51.4032|0.4182|1.067|2.054|0.9372
Lullingstone Country Park|TQ526638|England|5|2019|2023|UKBMS|51.3528|0.1901|0.838|4.605|0.7571
Trosley Country Park|TQ632610|England|5|2019|2023|UKBMS|51.3247|0.3409|0.339|-0.542|0.4154
Crofton Woods|TQ441664|England|5|2019|2023|UKBMS|51.3784|0.0691|-0.642|-3.051|0.8981
Devonshire Road Nature Reserve|TQ355736|England|3|2019|2022|UKBMS|51.4452|-0.0516|0.995|5.416|0.4196
Crofton Heath, Clay & Sparrow Woods & Kyd Brook|TQ442667|England|3|2021|2023|UKBMS|51.3810|0.0707|1.880|-3.088|0.9364
Dover Castle|TR326418|England|3|2021|2023|UKBMS|51.1282|1.3229|5.054|1.576|0.6975
Crockhamhill Common|TQ441517|England|3|2021|2023|UKBMS|51.2463|0.0632|-0.826|-3.055|0.9651
Fackenden Down 2021|TQ529604|England|3|2021|2023|UKBMS|51.3222|0.1929|3.827|3.513|0.9369
Hosey Common|TQ453530|England|3|2021|2023|UKBMS|51.2577|0.0809|-1.538|-2.966|0.7960
Thornden Wood East|TR150638|England|3|2021|2023|UKBMS|51.3326|1.0850|1.215|-3.191|0.8582
Thornden Wood West|TR142637|England|3|2021|2023|UKBMS|51.3320|1.0734|-2.633|0.906|0.8114
Nemo Down|TR292417|England|3|2021|2023|UKBMS|51.1287|1.2743|2.910|2.733|0.9852
Riverside Country Park|TQ809682|England|2|2021|2022|UKBMS|51.3840|0.5983|1.121|-0.852|0.9446
Park Gate Down|TR168459|England|2|2021|2022|UKBMS|51.1712|1.0999|2.061|1.215|0.8778
Maceys Meadow|TQ675580|England|3|2021|2023|UKBMS|51.2965|0.4011|1.670|1.309|0.7028
Henley Down|TQ667665|England|3|2021|2023|UKBMS|51.3731|0.3936|3.883|3.459|0.9145
Brockley and Ladywell Cemetery|TQ368749|England|2|2022|2023|UKBMS|51.4566|-0.0324|-0.075|-1.922|0.8329
Hoblingwell Wood|TQ459692|England|2|2022|2023|UKBMS|51.4031|0.0961|5.057|0.977|0.7355
Braeburn Park Transect 1 Woodland & Scrub|TQ508739|England|2|2022|2023|UKBMS|51.4440|0.1685|-1.345|-0.672|0.8590
Braeburn Park Transect 2 Grassland & Scrub|TQ511738|England|2|2022|2023|UKBMS|51.4430|0.1728|0.656|5.974|0.0666
Hayes Common|TQ411647|England|2|2022|2023|UKBMS|51.3638|0.0254|-0.128|-1.392|0.9526
Chelsfield Green|TQ473641|England|2|2022|2023|UKBMS|51.3569|0.1141|7.502|3.868|0.4044
Eltham Park|TQ438753|England|2|2022|2023|UKBMS|51.4584|0.0684|3.143|0.372|0.8998
Prestson Hill|TQ529624|England|2|2022|2023|UKBMS|51.3401|0.1938|0.742|2.204|0.7594
Sevenoaks Common|TQ529525|England|1|2022|2022|UKBMS|51.2512|0.1895|-0.600|-3.832|0.8377
Farley Common|TQ437540|England|1|2022|2022|UKBMS|51.2670|0.0584|-1.505|-0.619|0.7131
Jumping Downs|TR193486|England|1|2022|2022|UKBMS|51.1945|1.1373|2.837|0.993|0.9074
Lancing Ring|TQ181062|England|6|2018|2023|UKBMS|50.8433|-0.3239|2.136|0.618|0.8555
Slindon Park Woods|SU954075|England|5|2018|2023|UKBMS|50.8592|-0.6459|0.345|-3.451|0.9040
The Ghyll LNR, Crowborough|TQ532306|England|6|2018|2023|UKBMS|51.0543|0.1845|0.059|-3.562|0.7594
Lane End Common|TQ402223|England|6|2018|2023|UKBMS|50.9830|-0.0041|1.760|-2.311|0.8493
